area,cand_no,cand_name,party,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,ticket_num
連江縣南竿鄉介壽村,1,陳春開,民主進步黨,m,0440621,67,金馬地區,高中(職)以下,N,N,263
連江縣南竿鄉介壽村,2,陳美貴,中國國民黨,m,0520630,59,金馬地區,高中(職)以下,Y,Y,381
連江縣南竿鄉復興村,1,曹爾嵐,中國國民黨,m,0450325,66,金馬地區,高中(職)以下,Y,Y,528
連江縣南竿鄉福沃村,1,陳泰英,中國國民黨,m,0460909,65,金馬地區,高中(職)以下,Y,N,266
連江縣南竿鄉福沃村,2,陳震森,中國國民黨,m,0671106,43,金馬地區,高中(職),N,Y,273
連江縣南竿鄉清水村,1,陳善安,中國國民黨,m,0530917,58,金馬地區,高中(職),Y,Y,543
連江縣南竿鄉清水村,2,周治孝,無黨籍及未經政黨推薦,m,0750412,36,桃園市,大學,N,N,186
連江縣南竿鄉仁愛村,1,黃寶清,中國國民黨,m,0550530,56,金馬地區,高中(職)以下,Y,Y,321
連江縣南竿鄉津沙村,1,劉用順,無黨籍及未經政黨推薦,m,0510304,60,金馬地區,高中(職)以下,Y,Y,258
連江縣南竿鄉馬祖村,1,陳智偉,中國國民黨,m,0681108,42,金馬地區,大學,Y,Y,290
連江縣南竿鄉珠螺村,1,陳常玉,中國國民黨,m,0491218,61,其他省市,高中(職)以下,Y,Y,152
連江縣南竿鄉四維村,1,侯全寶,中國國民黨,m,0440515,67,金馬地區,大學,N,Y,100
連江縣北竿鄉塘岐村,1,林建中,中國國民黨,m,0681029,43,金馬地區,專科,Y,Y,782
連江縣北竿鄉后沃村,1,陳鈺麟,中國國民黨,m,0670301,44,金馬地區,大學,Y,Y,147
連江縣北竿鄉橋仔村,1,陳麗君,中國國民黨,f,0520403,59,金馬地區,大學,Y,Y,174
連江縣北竿鄉橋仔村,2,邱德貴,民主進步黨,m,0520501,59,金馬地區,高中(職),N,N,81
連江縣北竿鄉橋仔村,3,姜博耀,無黨籍及未經政黨推薦,m,0871013,24,新北市,大學,N,N,101
連江縣北竿鄉芹壁村,1,陳世朝,中國國民黨,m,0520201,59,金馬地區,高中(職)以下,N,Y,144
連江縣北竿鄉芹壁村,2,陳世飛,中國國民黨,m,0480325,63,金馬地區,高中(職),Y,N,101
連江縣北竿鄉坂里村,1,王禮好,中國國民黨,m,0420410,69,金馬地區,高中(職)以下,Y,Y,258
連江縣北竿鄉白沙村,1,王若蓉,中國國民黨,f,0490201,62,金馬地區,高中(職)以下,Y,Y,59
連江縣北竿鄉白沙村,2,王傳文,無黨籍及未經政黨推薦,m,0541015,57,金馬地區,高中(職),N,N,54
連江縣北竿鄉白沙村,3,林百光,無黨籍及未經政黨推薦,m,0470324,64,金馬地區,高中(職)以下,N,N,15
連江縣莒光鄉青帆村,1,陳秉傑,中國國民黨,m,0690517,42,金馬地區,高中(職)以下,Y,Y,209
連江縣莒光鄉田沃村,1,陳道勳,中國國民黨,m,0451124,65,金馬地區,高中(職)以下,Y,Y,116
連江縣莒光鄉西坵村,1,陳家信,無黨籍及未經政黨推薦,m,0590505,52,金馬地區,大學,Y,Y,51
連江縣莒光鄉福正村,1,鄭光武,中國國民黨,m,0520917,59,金馬地區,高中(職),Y,Y,122
連江縣莒光鄉大坪村,1,鄭智新,中國國民黨,m,0560715,55,金馬地區,高中(職),Y,Y,222
連江縣莒光鄉大坪村,2,林文福,民主進步黨,m,0740730,37,金馬地區,專科,N,N,142
連江縣東引鄉中柳村,1,陳彥誠,民主進步黨,m,0830316,28,臺中市,高中(職),N,N,197
連江縣東引鄉中柳村,2,陳昌龍,中國國民黨,m,0541120,56,金馬地區,高中(職),N,Y,240
連江縣東引鄉樂華村,1,陳志忠,無黨籍及未經政黨推薦,m,0720926,39,金馬地區,高中(職),N,Y,314
連江縣東引鄉樂華村,2,林泓宇,無黨籍及未經政黨推薦,m,0731019,38,金馬地區,高中(職)以下,N,N,194
金門縣金城鎮東門里,1,蔡祥坤,中國國民黨,m,0450506,66,金馬地區,高中(職),Y,N,338
金門縣金城鎮東門里,2,周偉義,無黨籍及未經政黨推薦,m,0530918,58,金馬地區,大學,N,Y,382
金門縣金城鎮西門里,1,許程勛,無黨籍及未經政黨推薦,m,0740716,37,金馬地區,大學,N,N,280
金門縣金城鎮西門里,2,楊雨川,中國國民黨,m,0520727,59,金馬地區,高中(職)以下,Y,Y,280
金門縣金城鎮南門里,1,鄭易岳,無黨籍及未經政黨推薦,m,0591105,51,金馬地區,專科,Y,Y,285
金門縣金城鎮南門里,2,楊耀芸,無黨籍及未經政黨推薦,m,0280405,83,金馬地區,其他,N,N,359
金門縣金城鎮南門里,3,許丕肯,無黨籍及未經政黨推薦,m,0540612,57,金馬地區,大學,N,N,113
金門縣金城鎮北門里,1,許績才,中國國民黨,m,0610406,50,金馬地區,高中(職),Y,Y,472
金門縣金城鎮古城里,1,倪振國,無黨籍及未經政黨推薦,m,0450828,66,金馬地區,高中(職)以下,N,N,37
金門縣金城鎮古城里,2,董倫智,無黨籍及未經政黨推薦,m,0691017,42,金馬地區,高中(職),N,N,282
金門縣金城鎮古城里,3,辛文進,中國國民黨,m,0460220,65,金馬地區,高中(職),Y,Y,188
金門縣金城鎮金水里,1,黃乃善,無黨籍及未經政黨推薦,m,0511210,59,金馬地區,高中(職)以下,N,N,130
金門縣金城鎮金水里,2,黃延良,中國國民黨,m,0450211,66,金馬地區,高中(職),Y,Y,346
金門縣金城鎮金水里,3,陳海發,中國國民黨,m,0661025,45,金馬地區,高中(職),N,N,248
金門縣金城鎮金水里,4,洪篤全,無黨籍及未經政黨推薦,m,0470420,64,金馬地區,大學,N,N,142
金門縣金城鎮珠沙里,1,戴德強,中國國民黨,m,0420301,69,金馬地區,專科,Y,Y,444
金門縣金城鎮賢庵里,1,顏士強,無黨籍及未經政黨推薦,m,0660703,45,金馬地區,高中(職),Y,Y,468
金門縣金城鎮賢庵里,2,盧志椿,中國國民黨,m,0461022,65,金馬地區,大學,N,N,85
金門縣金沙鎮汶沙里,1,張瀚龍,無黨籍及未經政黨推薦,m,0580610,53,金馬地區,高中(職)以下,Y,Y,577
金門縣金沙鎮三山里,1,陳宏岳,無黨籍及未經政黨推薦,m,0850212,26,臺北市,大學,N,N,125
金門縣金沙鎮三山里,2,陳賜發,中國國民黨,m,0540320,57,金馬地區,高中(職),Y,Y,231
金門縣金沙鎮大洋里,1,吳嘉翔,無黨籍及未經政黨推薦,m,0750630,36,金馬地區,大學,N,Y,287
金門縣金沙鎮大洋里,2,吳有泰,無黨籍及未經政黨推薦,m,0490312,62,金馬地區,高中(職)以下,Y,N,233
金門縣金沙鎮光前里,1,陳篤疊,無黨籍及未經政黨推薦,m,0530825,58,金馬地區,大學,N,N,19
金門縣金沙鎮光前里,2,陳慶來,無黨籍及未經政黨推薦,m,0560624,55,金馬地區,高中(職)以下,N,N,45
金門縣金沙鎮光前里,3,張國財,中國國民黨,m,0531102,57,金馬地區,專科,N,Y,183
金門縣金沙鎮光前里,4,陳文傑,無黨籍及未經政黨推薦,m,0501030,61,臺灣省,高中(職),N,N,205
金門縣金沙鎮何斗里,1,陳福林,中國國民黨,m,0521012,59,金馬地區,專科,Y,Y,278
金門縣金沙鎮何斗里,2,陳嘉彬,無黨籍及未經政黨推薦,m,0621201,48,金馬地區,高中(職),N,N,134
金門縣金沙鎮西園里,1,黃添丁,無黨籍及未經政黨推薦,m,0590307,52,金馬地區,專科,N,Y,272
金門縣金沙鎮西園里,2,黃成泉,中國國民黨,m,0530203,58,金馬地區,大學,N,N,74
金門縣金沙鎮西園里,3,黃志明,中國國民黨,m,0420602,69,金馬地區,專科,Y,N,203
金門縣金沙鎮官嶼里,1,楊恭勤,中國國民黨,m,0460424,65,金馬地區,大學,Y,Y,264
金門縣金沙鎮浦山里,1,周家才,中國國民黨,m,0450808,66,金馬地區,專科,Y,Y,264
金門縣金沙鎮浦山里,2,何鴻樟,中國國民黨,m,0500812,61,金馬地區,專科,N,N,57
金門縣金沙鎮浦山里,3,周水池,無黨籍及未經政黨推薦,m,0470302,64,金馬地區,高中(職),N,N,67
金門縣金湖鎮新市里,1,吳孟霖,無黨籍及未經政黨推薦,m,0810409,30,金馬地區,高中(職),N,Y,472
金門縣金湖鎮山外里,1,陳晚開,中國國民黨,m,0400610,71,金馬地區,高中(職)以下,Y,Y,354
金門縣金湖鎮山外里,2,關志武,無黨籍及未經政黨推薦,m,0581219,52,金馬地區,高中(職),N,N,229
金門縣金湖鎮正義里,1,陳金成,無黨籍及未經政黨推薦,m,0520822,59,金馬地區,高中(職)以下,N,N,270
金門縣金湖鎮正義里,2,陳偃武,無黨籍及未經政黨推薦,m,0450320,66,金馬地區,高中(職)以下,Y,Y,278
金門縣金湖鎮料羅里,1,謝慶閣,中國國民黨,m,0471208,63,金馬地區,高中(職)以下,Y,Y,259
金門縣金湖鎮料羅里,2,吳宏偉,無黨籍及未經政黨推薦,m,0730131,38,金馬地區,高中(職),N,N,163
金門縣金湖鎮瓊林里,1,蔡懷芝,無黨籍及未經政黨推薦,m,0670814,44,金馬地區,碩士,N,Y,369
金門縣金湖鎮瓊林里,2,蔡建立,無黨籍及未經政黨推薦,m,0621201,48,金馬地區,大學,N,N,253
金門縣金湖鎮新湖里,1,陳錦章,中國國民黨,m,0571231,53,金馬地區,高中(職),Y,Y,345
金門縣金湖鎮新湖里,2,楊玉樹,無黨籍及未經政黨推薦,m,0591003,52,金馬地區,大學,N,N,228
金門縣金湖鎮新湖里,3,張志祥,無黨籍及未經政黨推薦,m,0751004,36,金馬地區,高中(職),N,N,63
金門縣金湖鎮溪湖里,1,黃建忠,無黨籍及未經政黨推薦,m,0480511,63,金馬地區,高中(職),Y,Y,546
金門縣金湖鎮蓮庵里,1,呂永林,中國國民黨,m,0450817,66,金馬地區,專科,Y,Y,373
金門縣金湖鎮蓮庵里,2,黃清和,無黨籍及未經政黨推薦,m,0460810,65,金馬地區,高中(職),N,N,275
金門縣金寧鄉古寧村,1,李開陣,中國國民黨,m,0470212,64,金馬地區,大學,Y,Y,469
金門縣金寧鄉安美村,1,許三進,中國國民黨,m,0610603,50,金馬地區,高中(職),Y,Y,335
金門縣金寧鄉后盤村,1,許明吉,中國國民黨,m,0540323,57,金馬地區,專科,Y,Y,608
金門縣金寧鄉湖埔村,1,楊振嵩,中國國民黨,m,0540410,57,金馬地區,高中(職),Y,Y,557
金門縣金寧鄉榜林村,1,楊龍傳,中國國民黨,m,0570131,54,金馬地區,專科,Y,Y,525
金門縣金寧鄉盤山村,1,翁明海,無黨籍及未經政黨推薦,m,0560717,55,金馬地區,大學,N,N,62
金門縣金寧鄉盤山村,2,翁品洋,中國國民黨,m,0640419,47,金馬地區,高中(職),Y,Y,355
金門縣烈嶼鄉上岐村,1,洪天南,無黨籍及未經政黨推薦,m,0551015,56,金馬地區,高中(職),Y,Y,432
金門縣烈嶼鄉上林村,1,林建進,無黨籍及未經政黨推薦,m,0590602,52,金馬地區,高中(職)以下,Y,Y,379
金門縣烈嶼鄉西口村,1,蔡福榮,無黨籍及未經政黨推薦,m,0600905,51,金馬地區,高中(職)以下,Y,N,93
金門縣烈嶼鄉西口村,2,孫先雄,無黨籍及未經政黨推薦,m,0641008,47,金馬地區,高中(職)以下,N,Y,235
金門縣烈嶼鄉林湖村,1,林龍照,無黨籍及未經政黨推薦,m,0640117,47,金馬地區,高中(職)以下,Y,N,198
金門縣烈嶼鄉林湖村,2,羅天升,無黨籍及未經政黨推薦,m,0600818,51,金馬地區,高中(職),N,Y,435
金門縣烈嶼鄉黃埔村,1,洪安慶,無黨籍及未經政黨推薦,m,0520911,59,金馬地區,高中(職)以下,N,Y,418
金門縣烈嶼鄉黃埔村,2,方榮標,中國國民黨,m,0640510,47,金馬地區,專科,N,N,243
金門縣烏坵鄉大坵村,1,陳淑珠,無黨籍及未經政黨推薦,f,0510725,60,金馬地區,高中(職)以下,N,Y,82
金門縣烏坵鄉小坵村,1,莊金蓮,無黨籍及未經政黨推薦,f,0421107,68,金馬地區,高中(職)以下,Y,Y,106
宜蘭縣宜蘭市神農里,1,郭寶簧,無黨籍及未經政黨推薦,f,0580430,53,臺灣省,大學,Y,Y,372
宜蘭縣宜蘭市民權里,1,劉國基,無黨籍及未經政黨推薦,m,0690910,42,臺灣省,高中(職),N,N,163
宜蘭縣宜蘭市民權里,2,尤榮淋,無黨籍及未經政黨推薦,m,0350118,76,臺灣省,專科,Y,Y,232
宜蘭縣宜蘭市進士里,1,陳正達,無黨籍及未經政黨推薦,m,0540715,57,臺灣省,碩士,Y,Y,357
宜蘭縣宜蘭市進士里,2,林麗玉,無黨籍及未經政黨推薦,f,0590425,52,臺中市,大學,N,N,159
宜蘭縣宜蘭市南橋里,1,林慶雲,無黨籍及未經政黨推薦,m,0351015,76,臺灣省,高中(職)以下,Y,Y,677
宜蘭縣宜蘭市建業里,1,李永,無黨籍及未經政黨推薦,m,0351021,76,臺灣省,高中(職)以下,Y,Y,416
宜蘭縣宜蘭市南津里,1,林聰明,無黨籍及未經政黨推薦,m,0511126,59,臺灣省,高中(職),Y,Y,532
宜蘭縣宜蘭市凱旋里,1,林振雄,無黨籍及未經政黨推薦,m,0430502,68,臺灣省,高中(職),Y,Y,654
宜蘭縣宜蘭市黎明里,1,林文杰,無黨籍及未經政黨推薦,m,0550804,56,臺灣省,高中(職),N,N,214
宜蘭縣宜蘭市黎明里,2,尤學揚,無黨籍及未經政黨推薦,m,0661219,44,臺灣省,大學,Y,Y,378
宜蘭縣宜蘭市東村里,1,林讚生,無黨籍及未經政黨推薦,m,0550420,56,臺灣省,高中(職),N,N,244
宜蘭縣宜蘭市東村里,2,張鼎哲,無黨籍及未經政黨推薦,m,0771216,33,臺灣省,大學,Y,Y,428
宜蘭縣宜蘭市延平里,1,林水蓮,無黨籍及未經政黨推薦,m,0470818,64,臺灣省,高中(職)以下,Y,N,270
宜蘭縣宜蘭市延平里,2,林子豪,無黨籍及未經政黨推薦,m,0790505,32,臺灣省,高中(職),N,Y,351
宜蘭縣宜蘭市七張里,1,陳雋發,無黨籍及未經政黨推薦,m,0510224,60,臺灣省,專科,N,N,213
宜蘭縣宜蘭市七張里,2,林坤鎮,無黨籍及未經政黨推薦,m,0540826,57,臺灣省,高中(職)以下,N,Y,131
宜蘭縣宜蘭市七張里,3,林俊欽,無黨籍及未經政黨推薦,m,0600713,51,臺灣省,專科,N,N,80
宜蘭縣宜蘭市慈安里,1,林再添,無黨籍及未經政黨推薦,m,0551012,56,臺灣省,高中(職)以下,N,N,142
