地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
臺北縣第十一選區,宋進財,1,男,1950,中國國民黨,1842,32.98%,*,是
臺北縣第十一選區,林忠仁,2,男,1961,親民黨,947,16.96%,,否
臺北縣第十一選區,田春枝,3,女,1950,民主進步黨,949,16.99%,*,否
臺北縣第十一選區,陳原成,4,男,1955,中國國民黨,719,12.87%,,否
臺北縣第十一選區,陳政義,5,男,1948,無,696,12.46%,,否
臺北縣第十一選區,張天明,6,男,1958,親民黨,432,7.74%,,否
桃園縣第十三選區,陳聰敏,1,男,1957,親民黨,794,15.56%,,否
桃園縣第十三選區,洪國治,2,男,1962,中國國民黨,1374,26.93%,*,是
桃園縣第十三選區,林明德,3,男,1941,無,1080,21.17%,,否
桃園縣第十三選區,吳春芳,4,女,1957,中國國民黨,1854,36.34%,*,是
苗栗縣第七選區,章運金,1,男,1959,親民黨,487,34.69%,,是
苗栗縣第七選區,楊文昌,2,男,1960,無,917,65.31%,*,否
臺中縣第九選區,汪進貴,1,男,1958,無,224,16.15%,,否
臺中縣第九選區,洪金福,2,男,1951,親民黨,492,35.47%,*,否
臺中縣第九選區,潘居雄,3,男,1958,無,272,19.61%,,否
臺中縣第九選區,陳文書,4,男,1956,中國國民黨,399,28.77%,,是
彰化縣第九選區,張新男,1,男,1961,中國國民黨,283,53.00%,*,否
彰化縣第九選區,陳世傑,2,男,1964,無,240,44.94%,,否
彰化縣第九選區,八宣．羅外,3,男,1959,無,11,2.06%,,否
高雄縣第七選區,洪天盛,1,男,1958,中國國民黨,353,49.72%,,是
高雄縣第七選區,詹金福,2,男,1949,親民黨,357,50.28%,*,否
屏東縣第八選區,潘裕隆,1,男,1971,中國國民黨,937,65.66%,*,是
屏東縣第八選區,潘冠志,2,男,1963,無,490,34.34%,,否
臺東縣第六選區,王清堅,1,男,1952,無,1625,29.16%,*,是
臺東縣第六選區,江登輝,2,男,1938,中國國民黨,485,8.70%,,否
臺東縣第六選區,高清峰,3,男,1958,親民黨,566,10.16%,,是
臺東縣第六選區,林昌榮,4,男,1949,民主進步黨,463,8.31%,,否
臺東縣第六選區,陳藍姆洛,5,男,1949,無,1365,24.50%,,否
臺東縣第六選區,洪玫璉,6,女,1947,中國國民黨,1068,19.17%,*,否
臺東縣第七選區,陳忠雄,1,男,1955,中國國民黨,364,6.59%,,否
臺東縣第七選區,蔡義勇,2,男,1956,中國國民黨,1598,28.94%,*,是
臺東縣第七選區,江堅壽,3,男,1959,中國國民黨,1455,26.35%,*,否
臺東縣第七選區,潘村雲,4,男,1941,中國國民黨,1426,25.82%,,是
臺東縣第七選區,吳義德,5,男,1944,中國國民黨,679,12.30%,,否
臺東縣第八選區,林光雄,1,男,1955,中國國民黨,1088,40.09%,*,是
臺東縣第八選區,林錦章,2,男,1955,無,914,33.68%,,否
臺東縣第八選區,高源治,3,男,1952,親民黨,712,26.23%,,否
臺東縣第九選區,唐武傳,1,男,1958,無,1352,17.30%,,否
臺東縣第九選區,嚴亞美,2,女,1956,中國國民黨,1660,21.24%,*,否
臺東縣第九選區,曾金福,3,男,1946,中國國民黨,1660,21.24%,*,否
臺東縣第九選區,林富雄,4,男,1950,親民黨,1433,18.33%,*,是
臺東縣第九選區,張瑜,5,男,1951,中國國民黨,920,11.77%,,否
臺東縣第九選區,楊蕙慈,6,女,1959,中國國民黨,791,10.12%,,否
花蓮縣第五選區,黃榮華,1,男,1953,中國國民黨,580,9.64%,,否
花蓮縣第五選區,周利根,2,男,1953,中國國民黨,1860,30.92%,*,是
花蓮縣第五選區,謝中光,3,男,1945,無,310,5.15%,,否
花蓮縣第五選區,蔡玉妹,4,女,1959,中國國民黨,1165,19.37%,,否
花蓮縣第五選區,曾玉霞,5,女,1947,親民黨,1986,33.02%,*,是
花蓮縣第五選區,張金龍,6,男,1955,無,114,1.90%,,否
花蓮縣第六選區,黃新福,1,男,1951,無,1254,15.66%,,否
花蓮縣第六選區,林勝智,2,男,1944,中國國民黨,1381,17.25%,*,是
花蓮縣第六選區,高金萬,3,男,1943,無,1120,13.99%,,否
花蓮縣第六選區,馬其三,4,男,1959,中國國民黨,1224,15.29%,,否
花蓮縣第六選區,孫永昌,5,男,1945,中國國民黨,1354,16.91%,*,否
花蓮縣第六選區,楊德金,6,男,1946,親民黨,1673,20.90%,*,是
花蓮縣第七選區,林進富,1,男,1960,中國國民黨,1214,23.39%,*,否
花蓮縣第七選區,李文義,2,男,1936,中國國民黨,1062,20.46%,,否
花蓮縣第七選區,陳慶富,3,男,1939,中國國民黨,1213,23.37%,,是
花蓮縣第七選區,葉志生,4,男,1953,中國國民黨,1702,32.79%,*,是
基隆市第八選區,陳明建,1,男,1962,親民黨,1245,56.85%,*,否
基隆市第八選區,馬賢生,2,男,1955,中國國民黨,945,43.15%,,是
臺中市第七選區,林同助,1,男,1943,無,86,16.48%,,否
臺中市第七選區,李訓榮,2,男,1958,中國國民黨,92,17.62%,,否
臺中市第七選區,林清華,3,男,1954,親民黨,84,16.09%,,否
臺中市第七選區,溫建華,4,男,1956,中國國民黨,139,26.63%,*,否
臺中市第七選區,洪天清,5,男,1956,民主進步黨,54,10.34%,,否
臺中市第七選區,林長春,6,男,1956,親民黨,67,12.84%,,否
