地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
臺北縣,楊泰順,1,男,1953,新黨,123448,8.09%,*,否
臺北縣,苗素芳,2,女,1928,中國國民黨,44038,2.88%,,是
臺北縣,邵松雄,3,男,1939,無,12333,0.81%,,否
臺北縣,董尚中,4,男,1934,無,2795,0.18%,,否
臺北縣,陳照郎,5,男,1942,中國國民黨,91420,5.99%,*,否
臺北縣,周鍚瑋,6,男,1958,中國國民黨,78529,5.14%,*,否
臺北縣,陳丁茂,7,男,1935,無,4040,0.26%,,否
臺北縣,劉炳偉,8,男,1952,中國國民黨,104669,6.86%,*,是
臺北縣,周慧瑛,9,女,1955,民主進步黨,139741,9.15%,*,是
臺北縣,石瓊文,10,男,1950,無,7956,0.52%,,否
臺北縣,簡盛義,11,男,1938,中國國民黨,76991,5.04%,*,是
臺北縣,游麗珠,12,女,1954,新黨,23875,1.56%,,否
臺北縣,林鍚耀,13,男,1961,民主進步黨,90018,5.90%,*,否
臺北縣,王兆釧,14,男,1946,民主進步黨,131712,8.63%,*,否
臺北縣,張金策,15,男,1942,民主進步黨,51261,3.36%,,否
臺北縣,宋艾克,16,男,1953,新黨,115359,7.56%,*,否
臺北縣,羅明旭,17,男,1964,中國國民黨,124792,8.17%,*,否
臺北縣,林建榮,18,男,1950,中國國民黨,48674,3.19%,,否
臺北縣,劉一德,19,男,1960,民主進步黨,58019,3.80%,,否
臺北縣,張清芳,20,男,1952,民主進步黨,97369,6.38%,*,否
臺北縣,蕭正用,21,男,1951,無,11789,0.77%,,否
臺北縣,江上清,22,男,1949,中國國民黨,87816,5.75%,*,是
宜蘭縣,陳國賢,1,男,1957,中國國民黨,20707,8.91%,,否
宜蘭縣,劉守成,2,男,1951,民主進步黨,116511,50.14%,*,是
宜蘭縣,盧逸峰,3,男,1962,中國國民黨,90120,38.79%,*,是
宜蘭縣,廖繼斌,4,男,1951,無,5012,2.16%,,否
桃園縣,呂學琳,1,男,1951,無,9054,1.29%,,否
