地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
臺北市第1選舉區,李永萍,1,女,1964,親民黨,55029,8.89%,*,否
臺北市第1選舉區,陳建銘,2,男,1961,台灣團結聯盟,40412,6.53%,*,否
臺北市第1選舉區,鄭雅文,3,女,1960,無,404,0.07%,,否
臺北市第1選舉區,柯賜海,4,男,1956,無,1504,0.24%,,否
臺北市第1選舉區,魏憶龍,5,男,1958,無,2712,0.44%,,否
臺北市第1選舉區,施台生,6,男,1946,無,451,0.07%,,否
臺北市第1選舉區,郁慕明,7,男,1940,新黨,26214,4.23%,,否
臺北市第1選舉區,陳池,8,男,1945,無,361,0.06%,,否
臺北市第1選舉區,高惠宇,9,女,1947,新黨,6868,1.11%,,否
臺北市第1選舉區,蔡正元,10,男,1953,中國國民黨,40075,6.47%,*,否
臺北市第1選舉區,林瑞圖,11,男,1956,無,23720,3.83%,,是
臺北市第1選舉區,雷源澎,12,男,1952,無,152,0.02%,,否
臺北市第1選舉區,藍世聰,13,男,1956,民主進步黨,31935,5.16%,,否
臺北市第1選舉區,羅文嘉,14,男,1966,民主進步黨,56911,9.19%,*,否
臺北市第1選舉區,陳雪芬,15,女,1957,中國國民黨,17095,2.76%,,否
臺北市第1選舉區,黃松雄,16,男,1941,親民黨,3755,0.61%,,否
臺北市第1選舉區,丁守中,17,男,1954,中國國民黨,35175,5.68%,,是
臺北市第1選舉區,卓榮泰,18,男,1959,民主進步黨,42660,6.89%,*,是
臺北市第1選舉區,陳建銘,19,男,1967,無,592,0.10%,,否
臺北市第1選舉區,費鴻泰,20,男,1954,新黨,9905,1.60%,,否
臺北市第1選舉區,謝聰敏,21,男,1934,無,3453,0.56%,,否
臺北市第1選舉區,李錫真,22,男,1927,無,76,0.01%,,否
臺北市第1選舉區,許淵國,23,男,1956,親民黨,37251,6.02%,*,否
臺北市第1選舉區,王雪峰,24,女,1964,民主進步黨,35271,5.70%,*,是
臺北市第1選舉區,穆閩珠,25,女,1949,中國國民黨,36175,5.84%,*,是
臺北市第1選舉區,施明德,26,男,1941,無,24925,4.03%,,是
臺北市第1選舉區,徐恒忠,27,男,1942,無,62,0.01%,,否
臺北市第1選舉區,周振堅,28,男,1949,無,85,0.01%,,否
臺北市第1選舉區,楊炳文,29,男,1961,無,205,0.03%,,否
臺北市第1選舉區,林重謨,30,男,1947,民主進步黨,48270,7.80%,*,是
