地區,姓名,號次,得票數,得票率
臺北市,林正二,1,258,11.47%
臺北市,廖國棟,2,627,27.87%
臺北市,宋進財,3,266,11.82%
臺北市,陳秀惠,4,377,16.76%
臺北市,楊仁福,5,721,32.05%
高雄市,林正二,1,215,12.79%
高雄市,廖國棟,2,816,48.57%
高雄市,宋進財,3,131,7.79%
高雄市,陳秀惠,4,351,20.89%
高雄市,楊仁福,5,167,9.94%
臺北縣,林正二,1,1046,12.96%
臺北縣,廖國棟,2,2021,25.05%
臺北縣,宋進財,3,2172,26.93%
臺北縣,陳秀惠,4,719,8.91%
臺北縣,楊仁福,5,2107,26.12%
宜蘭縣,林正二,1,146,32.30%
宜蘭縣,廖國棟,2,127,28.09%
宜蘭縣,宋進財,3,68,15.04%
宜蘭縣,陳秀惠,4,45,9.95%
宜蘭縣,楊仁福,5,66,14.60%
桃園縣,林正二,1,1233,17.12%
桃園縣,廖國棟,2,2439,33.87%
桃園縣,宋進財,3,1486,20.64%
桃園縣,陳秀惠,4,507,7.04%
桃園縣,楊仁福,5,1534,21.30%
新竹縣,林正二,1,33,7.33%
新竹縣,廖國棟,2,139,30.88%
新竹縣,宋進財,3,59,13.11%
新竹縣,陳秀惠,4,35,7.77%
新竹縣,楊仁福,5,184,40.88%
苗栗縣,林正二,1,89,9.30%
苗栗縣,廖國棟,2,429,44.87%
苗栗縣,宋進財,3,213,22.28%
苗栗縣,陳秀惠,4,63,6.58%
苗栗縣,楊仁福,5,162,16.94%
臺中縣,林正二,1,429,26.76%
臺中縣,廖國棟,2,601,37.49%
臺中縣,宋進財,3,76,4.74%
臺中縣,陳秀惠,4,116,7.23%
臺中縣,楊仁福,5,381,23.76%
彰化縣,林正二,1,82,13.48%
彰化縣,廖國棟,2,267,43.91%
彰化縣,宋進財,3,32,5.26%
彰化縣,陳秀惠,4,64,10.52%
彰化縣,楊仁福,5,163,26.80%
南投縣,林正二,1,35,10.41%
南投縣,廖國棟,2,99,29.46%
南投縣,宋進財,3,70,20.83%
南投縣,陳秀惠,4,61,18.15%
南投縣,楊仁福,5,71,21.13%
雲林縣,林正二,1,19,12.02%
雲林縣,廖國棟,2,49,31.01%
雲林縣,宋進財,3,22,13.92%
雲林縣,陳秀惠,4,22,13.92%
雲林縣,楊仁福,5,46,29.11%
嘉義縣,林正二,1,21,16.66%
嘉義縣,廖國棟,2,40,31.74%
嘉義縣,宋進財,3,3,2.38%
嘉義縣,陳秀惠,4,31,24.60%
嘉義縣,楊仁福,5,31,24.60%
臺南縣,林正二,1,84,25.07%
臺南縣,廖國棟,2,101,30.14%
臺南縣,宋進財,3,18,5.37%
臺南縣,陳秀惠,4,46,13.73%
臺南縣,楊仁福,5,86,25.67%
高雄縣,林正二,1,177,22.15%
高雄縣,廖國棟,2,310,38.79%
高雄縣,宋進財,3,71,8.88%
高雄縣,陳秀惠,4,152,19.02%
高雄縣,楊仁福,5,89,11.13%
屏東縣,林正二,1,122,11.47%
屏東縣,廖國棟,2,576,54.18%
屏東縣,宋進財,3,29,2.72%
屏東縣,陳秀惠,4,242,22.76%
屏東縣,楊仁福,5,94,8.84%
臺東縣,林正二,1,6137,33.50%
臺東縣,廖國棟,2,9330,50.94%
臺東縣,宋進財,3,895,4.88%
臺東縣,陳秀惠,4,1381,7.54%
臺東縣,楊仁福,5,571,3.11%
花蓮縣,林正二,1,1394,7.77%
花蓮縣,廖國棟,2,1093,6.09%
花蓮縣,宋進財,3,4395,24.52%
花蓮縣,陳秀惠,4,1116,6.22%
花蓮縣,楊仁福,5,9923,55.37%
澎湖縣,林正二,1,8,25.80%
澎湖縣,廖國棟,2,7,22.58%
澎湖縣,宋進財,3,6,19.35%
澎湖縣,陳秀惠,4,4,12.90%
澎湖縣,楊仁福,5,6,19.35%
基隆市,林正二,1,151,7.63%
基隆市,廖國棟,2,664,33.58%
基隆市,宋進財,3,575,29.08%
基隆市,陳秀惠,4,202,10.21%
基隆市,楊仁福,5,385,19.47%
新竹市,林正二,1,32,13.11%
新竹市,廖國棟,2,111,45.49%
新竹市,宋進財,3,26,10.65%
新竹市,陳秀惠,4,25,10.24%
新竹市,楊仁福,5,50,20.49%
臺中市,林正二,1,136,21.51%
臺中市,廖國棟,2,220,34.81%
臺中市,宋進財,3,36,5.69%
臺中市,陳秀惠,4,84,13.29%
臺中市,楊仁福,5,156,24.68%
嘉義市,林正二,1,8,17.77%
嘉義市,廖國棟,2,17,37.77%
嘉義市,宋進財,3,2,4.44%
嘉義市,陳秀惠,4,11,24.44%
嘉義市,楊仁福,5,7,15.55%
臺南市,林正二,1,53,23.34%
臺南市,廖國棟,2,69,30.39%
臺南市,宋進財,3,5,2.20%
臺南市,陳秀惠,4,42,18.50%
臺南市,楊仁福,5,58,25.55%
金門縣,林正二,1,10,24.39%
金門縣,廖國棟,2,2,4.87%
金門縣,宋進財,3,6,14.63%
金門縣,陳秀惠,4,14,34.14%
金門縣,楊仁福,5,9,21.95%
連江縣,林正二,1,7,63.63%
連江縣,廖國棟,2,2,18.18%
連江縣,宋進財,3,0,0.00%
連江縣,陳秀惠,4,0,0.00%
連江縣,楊仁福,5,2,18.18%
