地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
宜蘭縣宜蘭市,宋岫書,1,男,1972,民主進步黨,21399,44.26%,,否
宜蘭縣宜蘭市,黃定和,2,男,1958,中國國民黨,26945,55.73%,*,是
宜蘭縣羅東鎮,林姿妙,1,女,1952,中國國民黨,20167,56.49%,*,否
宜蘭縣羅東鎮,陳淑暖,2,女,1954,民主進步黨,15531,43.50%,,否
宜蘭縣蘇澳鎮,林騰煌,1,男,1948,中國國民黨,12879,58.19%,*,是
宜蘭縣蘇澳鎮,李明哲,2,男,1966,民主進步黨,9253,41.80%,,否
宜蘭縣頭城鎮,陳秀暖,1,女,1961,無黨籍及未經政黨推薦,12208,77.21%,*,是
宜蘭縣頭城鎮,林月霞,2,女,1955,無黨籍及未經政黨推薦,3602,22.78%,,否
宜蘭縣礁溪鄉,黃太平,1,男,1949,中國國民黨,10994,57.83%,*,否
宜蘭縣礁溪鄉,林成功,2,男,1962,無黨籍及未經政黨推薦,8014,42.16%,,否
宜蘭縣壯圍鄉,林立賢,1,男,1955,無黨籍及未經政黨推薦,5071,32.73%,,否
宜蘭縣壯圍鄉,簡文魁,2,男,1956,中國國民黨,5320,34.34%,*,否
宜蘭縣壯圍鄉,游濸木,3,男,1937,民主進步黨,5101,32.92%,,是
宜蘭縣員山鄉,廖明照,1,男,1959,無黨籍及未經政黨推薦,5800,34.58%,,否
宜蘭縣員山鄉,江永和,2,男,1959,民主進步黨,7309,43.58%,*,否
宜蘭縣員山鄉,簡連發,3,男,1958,中國國民黨,3660,21.82%,,否
宜蘭縣冬山鄉,謝燦輝,1,男,1958,民主進步黨,15875,56.11%,*,否
宜蘭縣冬山鄉,張春煌,2,男,1951,無黨籍及未經政黨推薦,12415,43.88%,,否
宜蘭縣五結鄉,簡松樹,1,男,1965,民主進步黨,11156,52.43%,*,否
宜蘭縣五結鄉,羅沛湄,2,女,1951,無黨籍及未經政黨推薦,1189,5.58%,,否
宜蘭縣五結鄉,黃界華,3,男,1959,中國國民黨,8931,41.97%,,是
宜蘭縣三星鄉,劉燉亮,1,男,1946,民主進步黨,7243,57.94%,*,是
宜蘭縣三星鄉,陳文新,2,男,1966,中國國民黨,5257,42.05%,,否
宜蘭縣大同鄉,陳成功,1,男,1963,無黨籍及未經政黨推薦,2071,60.60%,*,否
宜蘭縣大同鄉,王進生,2,男,1956,中國國民黨,1346,39.39%,,否
宜蘭縣南澳鄉,林長輝,1,男,1952,無黨籍及未經政黨推薦,1492,47.41%,,否
宜蘭縣南澳鄉,江明順,2,男,1953,中國國民黨,1655,52.58%,*,是
桃園縣桃園市,范綱祥,1,男,1966,民主進步黨,66175,46.64%,,否
桃園縣桃園市,蘇家明,2,男,1954,中國國民黨,75708,53.35%,*,是
桃園縣龜山鄉,呂學記,1,男,1962,中國國民黨,21764,43.78%,,是
桃園縣龜山鄉,陳明麗,2,女,1964,無黨籍及未經政黨推薦,2002,4.02%,,否
桃園縣龜山鄉,陳志謀,3,男,1958,民主進步黨,25939,52.18%,*,否
桃園縣八德市,何正森,1,男,1953,中國國民黨,55744,100.00%,*,是
桃園縣蘆竹鄉,趙俞菊蘭,1,女,1962,中國國民黨,17813,35.32%,,是
桃園縣蘆竹鄉,褚春來,2,男,1962,無黨籍及未經政黨推薦,32616,64.67%,*,否
桃園縣大園鄉,呂水田,1,男,1951,中國國民黨,18037,50.92%,*,否
桃園縣大園鄉,邱莊秀美,2,女,1962,民主進步黨,13221,37.33%,,否
桃園縣大園鄉,黃柏壽,3,男,1962,無黨籍及未經政黨推薦,4158,11.74%,,否
桃園縣大溪鎮,蘇文生,1,男,1955,中國國民黨,13647,33.99%,,是
桃園縣大溪鎮,邱秀芬,2,女,1966,民主進步黨,11610,28.92%,,否
桃園縣大溪鎮,黃睿松,3,男,1954,無黨籍及未經政黨推薦,14887,37.08%,*,否
桃園縣復興鄉,林信義,1,男,1951,中國國民黨,4130,100.00%,*,是
桃園縣中壢市,魯明哲,1,男,1963,中國國民黨,54278,37.82%,*,否
桃園縣中壢市,呂明美,2,女,1949,中國國民黨,35940,25.04%,,否
桃園縣中壢市,黃仁杼,3,男,1954,民主進步黨,53261,37.12%,,否
桃園縣平鎮市,陳萬得,1,男,1953,中國國民黨,67238,100.00%,*,是
桃園縣楊梅鎮,羅煥鑪,1,男,1952,無黨籍及未經政黨推薦,17679,32.52%,,否
桃園縣楊梅鎮,彭聖富,2,男,1951,無黨籍及未經政黨推薦,36681,67.47%,*,是
桃園縣龍潭鄉,葉發海,1,男,1958,中國國民黨,22835,51.54%,*,是
桃園縣龍潭鄉,邱家泉,2,男,1957,無黨籍及未經政黨推薦,21464,48.45%,,否
桃園縣新屋鄉,徐同治,1,男,1954,無黨籍及未經政黨推薦,13258,55.23%,*,否
桃園縣新屋鄉,姜義青,2,男,1957,中國國民黨,10745,44.76%,,否
桃園縣觀音鄉,黃茂實,1,男,1956,無黨籍及未經政黨推薦,12981,49.87%,,是
桃園縣觀音鄉,歐炳辰,2,男,1957,民主進步黨,13046,50.12%,*,否
