地區,姓名,號次,得票數,得票率
臺北市松山區,陳汝斌,1,107,0.09%
臺北市松山區,趙衍慶,2,1254,1.08%
臺北市松山區,李宏信,3,201,0.17%
臺北市松山區,陳永昌,4,144,0.12%
臺北市松山區,馮光遠,5,667,0.57%
臺北市松山區,連勝文,6,50476,43.84%
臺北市松山區,柯文哲,7,62271,54.09%
臺北市信義區,陳汝斌,1,158,0.12%
臺北市信義區,趙衍慶,2,1442,1.10%
臺北市信義區,李宏信,3,236,0.18%
臺北市信義區,陳永昌,4,187,0.14%
臺北市信義區,馮光遠,5,648,0.49%
臺北市信義區,連勝文,6,57216,44.04%
臺北市信義區,柯文哲,7,70023,53.90%
臺北市大安區,陳汝斌,1,133,0.08%
臺北市大安區,趙衍慶,2,1690,1.01%
臺北市大安區,李宏信,3,312,0.18%
臺北市大安區,陳永昌,4,174,0.10%
臺北市大安區,馮光遠,5,1034,0.62%
臺北市大安區,連勝文,6,75755,45.62%
臺北市大安區,柯文哲,7,86931,52.35%
臺北市中山區,陳汝斌,1,151,0.11%
臺北市中山區,趙衍慶,2,1188,0.92%
臺北市中山區,李宏信,3,229,0.17%
臺北市中山區,陳永昌,4,155,0.12%
臺北市中山區,馮光遠,5,649,0.50%
臺北市中山區,連勝文,6,49112,38.34%
臺北市中山區,柯文哲,7,76588,59.80%
臺北市中正區,陳汝斌,1,71,0.08%
臺北市中正區,趙衍慶,2,919,1.06%
臺北市中正區,李宏信,3,160,0.18%
臺北市中正區,陳永昌,4,143,0.16%
臺北市中正區,馮光遠,5,502,0.58%
臺北市中正區,連勝文,6,36936,42.69%
臺北市中正區,柯文哲,7,47785,55.23%
臺北市大同區,陳汝斌,1,128,0.17%
臺北市大同區,趙衍慶,2,677,0.90%
臺北市大同區,李宏信,3,123,0.16%
臺北市大同區,陳永昌,4,83,0.11%
臺北市大同區,馮光遠,5,320,0.42%
臺北市大同區,連勝文,6,23306,31.14%
臺北市大同區,柯文哲,7,50187,67.07%
臺北市萬華區,陳汝斌,1,146,0.13%
臺北市萬華區,趙衍慶,2,1024,0.91%
臺北市萬華區,李宏信,3,173,0.15%
臺北市萬華區,陳永昌,4,144,0.12%
臺北市萬華區,馮光遠,5,520,0.46%
臺北市萬華區,連勝文,6,43221,38.55%
臺北市萬華區,柯文哲,7,66883,59.65%
臺北市文山區,陳汝斌,1,161,0.10%
臺北市文山區,趙衍慶,2,1829,1.23%
臺北市文山區,李宏信,3,274,0.18%
臺北市文山區,陳永昌,4,184,0.12%
臺北市文山區,馮光遠,5,955,0.64%
臺北市文山區,連勝文,6,71027,47.77%
臺北市文山區,柯文哲,7,74230,49.93%
臺北市南港區,陳汝斌,1,83,0.12%
臺北市南港區,趙衍慶,2,865,1.27%
臺北市南港區,李宏信,3,124,0.18%
臺北市南港區,陳永昌,4,98,0.14%
臺北市南港區,馮光遠,5,343,0.50%
臺北市南港區,連勝文,6,26899,39.57%
臺北市南港區,柯文哲,7,39558,58.19%
臺北市內湖區,陳汝斌,1,124,0.07%
臺北市內湖區,趙衍慶,2,1884,1.21%
臺北市內湖區,李宏信,3,260,0.16%
臺北市內湖區,陳永昌,4,211,0.13%
臺北市內湖區,馮光遠,5,837,0.53%
臺北市內湖區,連勝文,6,64161,41.26%
臺北市內湖區,柯文哲,7,87990,56.59%
臺北市士林區,陳汝斌,1,186,0.11%
臺北市士林區,趙衍慶,2,1617,0.97%
臺北市士林區,李宏信,3,294,0.17%
臺北市士林區,陳永昌,4,190,0.11%
臺北市士林區,馮光遠,5,820,0.49%
臺北市士林區,連勝文,6,59095,35.57%
臺北市士林區,柯文哲,7,103891,62.54%
臺北市北投區,陳汝斌,1,176,0.12%
臺北市北投區,趙衍慶,2,1509,1.05%
臺北市北投區,李宏信,3,235,0.16%
臺北市北投區,陳永昌,4,195,0.13%
臺北市北投區,馮光遠,5,785,0.54%
臺北市北投區,連勝文,6,52728,36.80%
臺北市北投區,柯文哲,7,87646,61.17%
高雄市鹽埕區,周可盛,1,169,1.18%
高雄市鹽埕區,陳菊,2,9961,70.03%
高雄市鹽埕區,楊秋興,3,4093,28.77%
高雄市鼓山區,周可盛,1,640,0.97%
高雄市鼓山區,陳菊,2,42706,64.84%
高雄市鼓山區,楊秋興,3,22508,34.17%
高雄市左營區,周可盛,1,813,0.91%
高雄市左營區,陳菊,2,53516,60.21%
高雄市左營區,楊秋興,3,34546,38.87%
高雄市楠梓區,周可盛,1,875,0.98%
高雄市楠梓區,陳菊,2,59988,67.20%
高雄市楠梓區,楊秋興,3,28397,31.81%
高雄市三民區,周可盛,1,1850,1.03%
高雄市三民區,陳菊,2,122725,68.92%
高雄市三民區,楊秋興,3,53481,30.03%
高雄市新興區,周可盛,1,299,1.09%
高雄市新興區,陳菊,2,17885,65.25%
高雄市新興區,楊秋興,3,9224,33.65%
高雄市前金區,周可盛,1,172,1.16%
高雄市前金區,陳菊,2,9626,65.26%
高雄市前金區,楊秋興,3,4952,33.57%
高雄市苓雅區,周可盛,1,1062,1.13%
高雄市苓雅區,陳菊,2,60929,65.38%
高雄市苓雅區,楊秋興,3,31187,33.47%
高雄市前鎮區,周可盛,1,997,0.97%
高雄市前鎮區,陳菊,2,72137,70.79%
高雄市前鎮區,楊秋興,3,28755,28.22%
高雄市旗津區,周可盛,1,211,1.29%
高雄市旗津區,陳菊,2,12775,78.68%
