地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
臺北縣,謝深山,1,男,1939,中國國民黨,543516,38.67%,,否
臺北縣,周荃,2,女,1956,無,32373,2.30%,,否
臺北縣,楊泰順,3,男,1953,新黨,32902,2.34%,,否
臺北縣,林志嘉,4,男,1958,無,154590,11.00%,,否
臺北縣,蘇貞昌,5,男,1947,民主進步黨,571658,40.67%,*,否
臺北縣,廖學廣,6,男,1954,無,70619,5.02%,,否
宜蘭縣,廖風德,1,男,1951,中國國民黨,104744,46.17%,,否
宜蘭縣,劉守成,2,男,1951,民主進步黨,122114,53.83%,*,否
桃園縣,呂秀蓮,1,女,1944,民主進步黨,375500,56.20%,*,是
桃園縣,陳根德,2,男,1956,中國國民黨,286993,42.96%,,否
桃園縣,徐運德,3,男,1931,社會改革黨,5619,0.84%,,否
新竹縣,徐能安,1,男,1944,無,1424,0.73%,,否
新竹縣,邱鏡淳,2,男,1949,無,59393,30.26%,,否
新竹縣,鄭永金,3,男,1949,中國國民黨,64551,32.89%,,否
新竹縣,林光華,4,男,1945,民主進步黨,70879,36.12%,*,否
苗栗縣,傅學鵬,1,男,1951,無,153528,54.80%,*,否
苗栗縣,何智輝,2,男,1950,中國國民黨,99109,35.37%,,是
苗栗縣,黃達業,3,男,1957,新黨,15871,5.66%,,否
苗栗縣,徐進榮,4,男,1946,民主進步黨,11678,4.17%,,否
臺中縣,錢文南,1,男,1953,建國黨,5950,1.00%,,否
臺中縣,陳欽隆,2,男,1957,無,10804,1.82%,,否
臺中縣,郭榮振,3,男,1950,中國國民黨,173667,29.26%,,否
臺中縣,徐中雄,4,男,1957,中國國民黨,144427,24.33%,,否
臺中縣,劉銓忠,5,男,1942,無,35533,5.99%,,否
臺中縣,廖永來,6,男,1956,民主進步黨,223222,37.60%,*,否
彰化縣,張榮昌,1,男,1954,無,10443,1.78%,,否
彰化縣,阮剛猛,2,男,1951,中國國民黨,290335,49.56%,*,是
彰化縣,翁金珠,3,女,1947,民主進步黨,285058,48.66%,,否
南投縣,林宗男,1,男,1942,民主進步黨,76689,30.80%,,否
南投縣,許惠祐,2,男,1952,中國國民黨,74966,30.11%,,否
南投縣,彭百顯,3,男,1949,無,78690,31.61%,*,否
南投縣,陳振盛,4,男,1950,新黨,18066,7.26%,,否
南投縣,吳清江,5,男,1936,無,559,0.22%,,否
雲林縣,蘇文雄,1,男,1943,中國國民黨,125376,34.93%,*,否
雲林縣,歐明憲,2,男,1947,無,6882,1.92%,,否
雲林縣,張榮味,3,男,1957,無,122166,34.04%,,否
雲林縣,廖大林,4,男,1936,民主進步黨,104499,29.11%,,否
嘉義縣,李雅景,1,男,1949,中國國民黨,136161,53.26%,*,是
嘉義縣,何嘉榮,2,男,1945,民主進步黨,119499,46.74%,,否
臺南縣,陳唐山,1,男,1935,民主進步黨,328641,65.73%,*,是
臺南縣,洪玉欽,2,男,1943,中國國民黨,171357,34.27%,,否
高雄縣,鄭德耀,1,男,1951,無,10575,2.01%,,否
高雄縣,余政憲,2,男,1959,民主進步黨,271989,51.74%,*,是
高雄縣,黃鴻都,3,男,1961,中國國民黨,234960,44.69%,,否
高雄縣,林景元,4,男,1925,無,8201,1.56%,,否
屏東縣,蘇嘉全,1,男,1956,民主進步黨,227506,55.42%,*,否
屏東縣,李景雯,2,男,1928,無,12867,3.13%,,否
屏東縣,曾永權,3,男,1947,中國國民黨,170154,41.45%,,否
臺東縣,徐慶元,1,男,1957,無,47340,46.63%,,否
臺東縣,陳建年,2,男,1947,中國國民黨,48365,47.64%,*,是
