地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
臺北市松山區莊敬里,張國華,1,男,1955,無黨籍及未經政黨推薦,1245,39.92%,,否
臺北市松山區莊敬里,劉美鳳,2,女,1944,中國國民黨,1873,60.07%,*,是
臺北市松山區東榮里,鄭玉梅,1,女,1951,無黨籍及未經政黨推薦,3936,100.00%,*,是
臺北市松山區三民里,謝翠鈴,1,女,1954,中國國民黨,3270,100.00%,*,是
臺北市松山區新益里,吳美貞,1,女,1946,中國國民黨,1911,65.57%,*,是
臺北市松山區新益里,林寶錢,2,男,1955,無黨籍及未經政黨推薦,1003,34.42%,,否
臺北市松山區富錦里,王文甫,1,男,1950,中國國民黨,2307,100.00%,*,是
臺北市松山區新東里,華國雄,1,男,1959,中國國民黨,2455,100.00%,*,是
臺北市松山區富泰里,吳學毅,1,男,1960,中國國民黨,2318,100.00%,*,是
臺北市松山區介壽里,蔡錦文,1,男,1947,無黨籍及未經政黨推薦,1260,49.98%,,是
臺北市松山區介壽里,林玉琴,2,女,1952,無黨籍及未經政黨推薦,1261,50.01%,*,否
臺北市松山區精忠里,湯忠正,1,男,1943,中國國民黨,1288,54.48%,*,是
臺北市松山區精忠里,廖世雄,2,男,1968,無黨籍及未經政黨推薦,420,17.76%,,否
臺北市松山區精忠里,闕壯幸,3,男,1961,無黨籍及未經政黨推薦,656,27.74%,,否
臺北市松山區東光里,許秀雲,1,女,1950,中國國民黨,2508,61.88%,*,是
臺北市松山區東光里,蔡皓,2,男,1950,無黨籍及未經政黨推薦,1545,38.11%,,否
臺北市松山區龍田里,袁俊麒,1,男,1952,中國國民黨,4671,100.00%,*,是
臺北市松山區東昌里,陳志明,1,男,1961,中國國民黨,1249,100.00%,*,是
臺北市松山區東勢里,張謙銘,1,男,1961,無黨籍及未經政黨推薦,775,31.36%,,是
臺北市松山區東勢里,王叔珍,2,女,1957,無黨籍及未經政黨推薦,1696,68.63%,*,否
臺北市松山區中華里,游吉興,1,男,1967,中國國民黨,3061,100.00%,*,是
臺北市松山區民有里,江永華,1,男,1946,民主進步黨,3346,67.20%,*,是
臺北市松山區民有里,黃詩伯,2,男,1987,中國國民黨,1633,32.79%,,否
臺北市松山區民福里,陳慧子,1,女,1958,無黨籍及未經政黨推薦,1159,30.73%,,否
臺北市松山區民福里,古瑞珍,2,女,1956,中國國民黨,2612,69.26%,*,是
臺北市松山區慈祐里,李祖民,1,男,1965,無黨籍及未經政黨推薦,3382,100.00%,*,是
臺北市松山區安平里,洪温滿,1,男,1957,無黨籍及未經政黨推薦,4570,100.00%,*,是
臺北市松山區鵬程里,許顏建,1,男,1960,中國國民黨,2747,100.00%,*,是
臺北市松山區自強里,陳喜謀,1,男,1958,無黨籍及未經政黨推薦,1092,19.89%,,否
臺北市松山區自強里,李台華,2,男,1950,中國國民黨,2511,45.74%,*,是
臺北市松山區自強里,沈宜宜,3,女,1956,無黨籍及未經政黨推薦,1886,34.35%,,否
臺北市松山區吉祥里,游正田,1,男,1959,無黨籍及未經政黨推薦,2092,43.26%,,否
臺北市松山區吉祥里,陳永昌,2,男,1946,中國國民黨,2743,56.73%,*,是
臺北市松山區新聚里,黃建豐,1,男,1958,無黨籍及未經政黨推薦,1800,38.25%,,否
臺北市松山區新聚里,郭秀鳳,2,女,1954,中國國民黨,2905,61.74%,*,是
臺北市松山區復盛里,王正雄,1,男,1949,中國國民黨,2156,55.05%,*,是
臺北市松山區復盛里,林洪清,2,女,1947,無黨籍及未經政黨推薦,1760,44.94%,,否
臺北市松山區中正里,方禎璋,1,男,1955,無黨籍及未經政黨推薦,2036,40.44%,,否
臺北市松山區中正里,周勝裕,2,男,1946,無黨籍及未經政黨推薦,2677,53.17%,*,是
臺北市松山區中正里,陳耿人,3,男,1968,無黨籍及未經政黨推薦,321,6.37%,,否
臺北市松山區中崙里,張陳碧雲,1,女,1942,中國國民黨,1997,100.00%,*,是
臺北市松山區美仁里,張正龍,1,男,1963,無黨籍及未經政黨推薦,711,37.24%,,否
臺北市松山區美仁里,林志創,2,男,1963,中國國民黨,1032,54.05%,*,是
臺北市松山區美仁里,戴仲齡,3,男,1959,無黨籍及未經政黨推薦,166,8.69%,,否
臺北市松山區吉仁里,李貴三,1,男,1939,民主進步黨,1234,54.52%,*,是
臺北市松山區吉仁里,王志堅,2,男,1956,中國國民黨,1029,45.47%,,否
臺北市松山區敦化里,吳文惠,1,女,1965,無黨籍及未經政黨推薦,2249,56.52%,*,否
臺北市松山區敦化里,蘇榮文,2,男,1958,中國國民黨,1730,43.47%,,是
臺北市松山區復源里,温福義,1,男,1957,中國國民黨,1199,66.27%,*,是
臺北市松山區復源里,黃雅美,2,女,1951,無黨籍及未經政黨推薦,610,33.72%,,否
臺北市松山區復建里,林坤信,1,男,1946,中國國民黨,1424,57.23%,*,否
臺北市松山區復建里,李萬益,2,男,1952,無黨籍及未經政黨推薦,1064,42.76%,,否
臺北市松山區復勢里,徐麗雲,1,女,1957,中國國民黨,1867,53.13%,*,是
臺北市松山區復勢里,許雪真,2,女,1962,無黨籍及未經政黨推薦,1647,46.86%,,否
臺北市松山區福成里,林順松,1,男,1954,無黨籍及未經政黨推薦,745,49.76%,,否
臺北市松山區福成里,蘇清淇,2,男,1949,中國國民黨,752,50.23%,*,是
臺北市松山區松基里,王清標,1,男,1934,中國國民黨,418,19.81%,,否
臺北市松山區松基里,李輝復,2,男,1950,無黨籍及未經政黨推薦,1691,80.18%,*,是
臺北市信義區西村里,嚴長生,1,男,1942,中國國民黨,2139,100.00%,*,是
臺北市信義區正和里,尹俊富,1,男,1951,中國國民黨,1367,50.27%,*,是
臺北市信義區正和里,董玲娥,2,女,1962,無黨籍及未經政黨推薦,1352,49.72%,,否
臺北市信義區興隆里,羅松美,1,女,1941,中國國民黨,905,60.37%,*,是
臺北市信義區興隆里,蔣三郎,2,男,1942,無黨籍及未經政黨推薦,594,39.62%,,否
臺北市信義區中興里,許銘堅,1,男,1955,無黨籍及未經政黨推薦,842,48.78%,,否
臺北市信義區中興里,李茂榮,2,男,1961,無黨籍及未經政黨推薦,884,51.21%,*,是
臺北市信義區新仁里,盧伃絹,1,女,1963,無黨籍及未經政黨推薦,313,15.47%,,否
