地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
臺北縣板橋市,林鴻池,1,男,1955,中國國民黨,101057,67.78%,*,是
臺北縣板橋市,黃春夏,2,男,1954,民主進步黨,48044,32.22%,,否
臺北縣三重市,李余典,1,男,1957,無,35690,29.77%,,否
臺北縣三重市,李乾龍,2,男,1949,中國國民黨,42620,35.55%,*,否
臺北縣三重市,李世東,3,男,1956,無,6721,5.61%,,否
臺北縣三重市,吳遷,4,男,1948,民主進步黨,34844,29.07%,,否
臺北縣中和市,劉梅花,1,女,1959,新黨,27778,24.34%,,否
臺北縣中和市,呂芳煙,2,男,1937,中國國民黨,86354,75.66%,*,是
臺北縣永和市,劉君驥,1,男,1954,親民黨,21853,35.58%,,否
臺北縣永和市,孫立權,2,男,1957,民主進步黨,10861,17.68%,,否
臺北縣永和市,洪一平,3,男,1946,中國國民黨,28710,46.74%,*,否
臺北縣新莊市,陳宗得,1,男,1954,無,6282,5.96%,,否
臺北縣新莊市,鍾宏仁,2,男,1957,民主進步黨,43133,40.89%,,否
臺北縣新莊市,黃林玲玲,3,女,1943,中國國民黨,56071,53.15%,*,是
臺北縣新店市,顏固傳,1,男,1948,親民黨,14781,19.50%,,否
臺北縣新店市,曾正和,2,男,1940,中國國民黨,46603,61.47%,*,是
臺北縣新店市,李欣芳,3,女,1958,民主進步黨,14429,19.03%,,否
臺北縣樹林市,連明智,1,男,1959,無,10177,21.93%,,否
臺北縣樹林市,何玉枝,2,女,1961,中國國民黨,15346,33.07%,*,否
臺北縣樹林市,林生,3,男,1956,無,9690,20.88%,,否
臺北縣樹林市,賴朝進,4,男,1955,民主進步黨,8845,19.06%,,否
臺北縣樹林市,朱彥華,5,男,1967,無,2351,5.07%,,否
臺北縣鶯歌鎮,蘇有仁,1,男,1949,中國國民黨,17447,62.60%,*,否
臺北縣鶯歌鎮,蘇麗雪,2,女,1960,中國國民黨,10424,37.40%,,否
臺北縣三峽鎮,邱郎,1,男,1944,無,9200,33.01%,,是
臺北縣三峽鎮,洪見文,2,男,1952,中國國民黨,7878,28.27%,,否
臺北縣三峽鎮,陳佳烜,3,男,1955,民主進步黨,10790,38.72%,*,否
臺北縣淡水鎮,郭哲道,1,男,1949,民主進步黨,15976,48.09%,*,是
臺北縣淡水鎮,陳盛,2,男,1948,無,7374,22.20%,,否
臺北縣淡水鎮,陳俊哲,3,男,1954,中國國民黨,9871,29.71%,,否
臺北縣汐止市,周武榮,1,男,1969,台灣團結聯盟,1900,4.40%,,否
臺北縣汐止市,黃建清,2,男,1942,中國國民黨,15387,35.63%,*,否
臺北縣汐止市,陳正鋒,3,男,1966,民主進步黨,10876,25.19%,,否
臺北縣汐止市,陳昌文,4,男,1976,無,1087,2.52%,,否
臺北縣汐止市,吳梅壽,5,男,1955,親民黨,4920,11.39%,,否
臺北縣汐止市,周麗美,6,女,1961,無,3792,8.78%,,是
臺北縣汐止市,王振芳,7,男,1949,無,5221,12.09%,,否
臺北縣瑞芳鎮,顏世雄,1,男,1956,民主進步黨,12360,57.98%,*,否
臺北縣瑞芳鎮,林萬根,2,男,1950,中國國民黨,8959,42.02%,,否
臺北縣土城市,李詩宗,1,男,1947,民主進步黨,12186,20.46%,,否
臺北縣土城市,盧國雄,2,男,1940,無,15194,25.51%,,否
臺北縣土城市,林嘉文,3,男,1960,親民黨,4930,8.28%,,否
臺北縣土城市,林銘仁,4,男,1960,無,4801,8.06%,,否
臺北縣土城市,盧嘉辰,5,男,1952,中國國民黨,22458,37.70%,*,否
臺北縣蘆洲市,張福利,1,男,1956,無,525,1.11%,,否
臺北縣蘆洲市,黃興龍,2,男,1965,無,329,0.69%,,否
臺北縣蘆洲市,陳炳煌,3,男,1959,親民黨,1525,3.22%,,否
臺北縣蘆洲市,黃劍輝,4,男,1966,民主進步黨,12955,27.33%,,是
臺北縣蘆洲市,許張林,5,男,1971,中國國民黨,3614,7.63%,,否
臺北縣蘆洲市,李翁月娥,6,女,1957,無,19463,41.06%,*,否
臺北縣蘆洲市,周慶陽,7,男,1953,無,8985,18.96%,,否
臺北縣五股鄉,陳聰貴,1,男,1957,民主進步黨,2780,11.63%,,否
臺北縣五股鄉,蔡郁男,2,男,1941,無,9904,41.43%,,否
臺北縣五股鄉,鄭漢騰,3,男,1944,中國國民黨,11220,46.94%,*,是
臺北縣泰山鄉,林玉芬,1,女,1951,無,5924,27.76%,,否
臺北縣泰山鄉,李國書,2,男,1952,中國國民黨,15415,72.24%,*,是
臺北縣林口鄉,蔡淑君,1,女,1969,親民黨,3634,20.18%,,否
臺北縣林口鄉,陳文立,2,男,1956,中國國民黨,3912,21.73%,,否
臺北縣林口鄉,蔡文富,3,男,1952,無,4500,24.99%,,否
臺北縣林口鄉,陳建財,4,男,1956,無,5959,33.10%,*,否
臺北縣深坑鄉,林旺,1,男,1951,無,976,14.13%,,否
臺北縣深坑鄉,陳順益,2,男,1954,無,836,12.10%,,否
臺北縣深坑鄉,呂玉環,3,女,1948,中國國民黨,2577,37.31%,*,是
臺北縣深坑鄉,葉銘浪,4,男,1952,無,2518,36.46%,,否
臺北縣石碇鄉,黃奕榮,1,男,1950,無,200,4.53%,,否
臺北縣石碇鄉,林忠信,2,男,1954,民主進步黨,1146,25.97%,,否
臺北縣石碇鄉,葉榮華,3,男,1956,無,1598,36.22%,*,否
臺北縣石碇鄉,陳金財,4,男,1948,無,1468,33.27%,,否
臺北縣坪林鄉,梁金生,1,男,1960,中國國民黨,2454,56.66%,*,是
臺北縣坪林鄉,柯傳宗,2,男,1972,無,1877,43.34%,,否
臺北縣三芝鄉,羅美女,1,女,1956,無,4744,49.56%,,否
臺北縣三芝鄉,花村祥,2,男,1945,中國國民黨,4828,50.44%,*,否
臺北縣石門鄉,鄭庚和,1,男,1955,無,2589,42.78%,,是
臺北縣石門鄉,劉兩源,2,男,1955,中國國民黨,3463,57.22%,*,否
臺北縣八里鄉,李科緯,1,男,1966,無,1604,14.93%,,否
臺北縣八里鄉,連宇紳,2,男,1961,無,729,6.79%,,否
臺北縣八里鄉,柯慶長,3,男,1957,中國國民黨,4759,44.31%,*,否
臺北縣八里鄉,蔡詩祥,4,男,1964,中國國民黨,3648,33.97%,,否
臺北縣平溪鄉,王定國,1,男,1960,無,1248,33.43%,,否
臺北縣平溪鄉,廖德弘,2,男,1959,中國國民黨,2485,66.57%,*,是
臺北縣雙溪鄉,連福田,1,男,1949,民主進步黨,955,14.40%,,否
臺北縣雙溪鄉,林讚枝,2,男,1952,中國國民黨,3160,47.65%,*,否
臺北縣雙溪鄉,林慶麒,3,男,1937,中國國民黨,2517,37.95%,,否
臺北縣貢寮鄉,張本賢,1,男,1959,中國國民黨,4095,48.45%,,否
臺北縣貢寮鄉,陳世男,2,男,1965,無,4357,51.55%,*,否
臺北縣金山鄉,游忠義,1,男,1958,無,6034,57.41%,*,否
臺北縣金山鄉,何嬌,2,女,1954,無,4476,42.59%,,否
臺北縣萬里鄉,蔡蒼明,1,男,1939,中國國民黨,4956,61.34%,*,否
臺北縣萬里鄉,簡萬珍,2,男,1950,無,3124,38.66%,,否
臺北縣烏來鄉,張金榮,1,男,1951,中國國民黨,1739,100.00%,*,否
宜蘭縣宜蘭市,郭志遠,1,男,1961,無,4870,13.43%,,否
宜蘭縣宜蘭市,黃玲娜,2,女,1963,民主進步黨,11947,32.95%,,否
宜蘭縣宜蘭市,呂國華,3,男,1957,中國國民黨,19437,53.61%,*,是
宜蘭縣羅東鎮,游德全,1,男,1941,無,5056,19.43%,,否
宜蘭縣羅東鎮,林聰賢,2,男,1962,無,14297,54.95%,*,否
宜蘭縣羅東鎮,陳淑暖,3,女,1954,民主進步黨,6667,25.62%,,否
宜蘭縣蘇澳鎮,李坤山,1,男,1940,中國國民黨,8605,40.85%,*,是
宜蘭縣蘇澳鎮,林萬福,2,男,1950,民主進步黨,4117,19.54%,,否
宜蘭縣蘇澳鎮,林棋山,3,男,1952,無,8343,39.61%,,否
宜蘭縣頭城鎮,楊惠民,1,男,1955,無,806,5.01%,,否
宜蘭縣頭城鎮,曾學經,2,男,1939,無,6325,39.29%,,否
宜蘭縣頭城鎮,林樂善,3,男,1945,中國國民黨,8966,55.70%,*,否
宜蘭縣礁溪鄉,林政盛,1,男,1942,中國國民黨,9485,52.52%,*,否
宜蘭縣礁溪鄉,張金策,2,男,1943,民主進步黨,1891,10.47%,,否
宜蘭縣礁溪鄉,李錦池,3,男,1956,無,6683,37.01%,,否
宜蘭縣壯圍鄉,林文賢,1,男,1956,無,6113,46.51%,,否
宜蘭縣壯圍鄉,邱耀祖,2,男,1967,無,7030,53.49%,*,是
宜蘭縣員山鄉,黃評譿,1,男,1957,中國國民黨,8230,56.28%,*,否
宜蘭縣員山鄉,簡坤永,2,男,1952,無,5682,38.86%,,否
宜蘭縣員山鄉,林萬春,3,男,1932,無,711,4.86%,,否
宜蘭縣冬山鄉,李明輝,1,男,1949,無,7409,33.27%,,否
宜蘭縣冬山鄉,張秋明,2,男,1952,民主進步黨,7937,35.64%,*,否
宜蘭縣冬山鄉,莊燦堂,3,男,1950,無,6921,31.08%,,否
宜蘭縣五結鄉,陳碧龍,1,男,1947,民主進步黨,6184,38.36%,,否
宜蘭縣五結鄉,林義剛,2,男,1954,中國國民黨,9935,61.64%,*,否
宜蘭縣三星鄉,吳順亮,1,男,1954,中國國民黨,5473,54.50%,*,否
宜蘭縣三星鄉,魏榮勝,2,男,1955,民主進步黨,4570,45.50%,,是
宜蘭縣大同鄉,林榮木,1,男,1955,中國國民黨,1002,32.79%,,否
宜蘭縣大同鄉,陳傑麟,2,男,1966,親民黨,2054,67.21%,*,否
宜蘭縣南澳鄉,林仁達,1,男,1950,無,676,22.85%,,否
宜蘭縣南澳鄉,黃成忠,2,男,1957,中國國民黨,602,20.35%,,否
宜蘭縣南澳鄉,林長輝,3,男,1952,中國國民黨,756,25.56%,,否
