地區,姓名,號次,得票數,得票率
臺北市北投區,吳炎成,1,194,0.13%
臺北市北投區,郝龍斌,2,70665,50.80%
臺北市北投區,蕭淑華,3,211,0.15%
臺北市北投區,吳武明,4,347,0.24%
臺北市北投區,蘇貞昌,5,67663,48.65%
臺北市士林區,吳炎成,1,159,0.09%
臺北市士林區,郝龍斌,2,78487,48.55%
臺北市士林區,蕭淑華,3,269,0.16%
臺北市士林區,吳武明,4,398,0.24%
臺北市士林區,蘇貞昌,5,82316,50.92%
臺北市內湖區,吳炎成,1,175,0.12%
臺北市內湖區,郝龍斌,2,84049,58.23%
臺北市內湖區,蕭淑華,3,228,0.15%
臺北市內湖區,吳武明,4,340,0.23%
臺北市內湖區,蘇貞昌,5,59527,41.24%
臺北市南港區,吳炎成,1,103,0.16%
臺北市南港區,郝龍斌,2,35121,54.97%
臺北市南港區,蕭淑華,3,131,0.20%
臺北市南港區,吳武明,4,167,0.26%
臺北市南港區,蘇貞昌,5,28360,44.39%
臺北市松山區,吳炎成,1,141,0.12%
臺北市松山區,郝龍斌,2,65555,58.99%
臺北市松山區,蕭淑華,3,161,0.14%
臺北市松山區,吳武明,4,264,0.23%
臺北市松山區,蘇貞昌,5,44992,40.49%
臺北市信義區,吳炎成,1,185,0.14%
臺北市信義區,郝龍斌,2,74794,59.49%
臺北市信義區,蕭淑華,3,196,0.15%
臺北市信義區,吳武明,4,378,0.30%
臺北市信義區,蘇貞昌,5,50172,39.90%
臺北市中山區,吳炎成,1,143,0.11%
臺北市中山區,郝龍斌,2,62829,52.12%
臺北市中山區,蕭淑華,3,168,0.13%
臺北市中山區,吳武明,4,258,0.21%
臺北市中山區,蘇貞昌,5,57142,47.40%
臺北市大同區,吳炎成,1,79,0.11%
臺北市大同區,郝龍斌,2,29470,41.89%
臺北市大同區,蕭淑華,3,105,0.14%
臺北市大同區,吳武明,4,153,0.21%
臺北市大同區,蘇貞昌,5,40541,57.62%
臺北市中正區,吳炎成,1,127,0.15%
臺北市中正區,郝龍斌,2,49145,59.18%
臺北市中正區,蕭淑華,3,136,0.16%
臺北市中正區,吳武明,4,242,0.29%
臺北市中正區,蘇貞昌,5,33385,40.20%
臺北市萬華區,吳炎成,1,173,0.15%
臺北市萬華區,郝龍斌,2,54350,49.74%
臺北市萬華區,蕭淑華,3,186,0.17%
臺北市萬華區,吳武明,4,244,0.22%
臺北市萬華區,蘇貞昌,5,54303,49.70%
臺北市大安區,吳炎成,1,159,0.09%
臺北市大安區,郝龍斌,2,100832,62.01%
臺北市大安區,蕭淑華,3,218,0.13%
臺北市大安區,吳武明,4,430,0.26%
臺北市大安區,蘇貞昌,5,60956,37.48%
臺北市文山區,吳炎成,1,194,0.13%
臺北市文山區,郝龍斌,2,92568,65.09%
臺北市文山區,蕭淑華,3,229,0.16%
臺北市文山區,吳武明,4,451,0.31%
臺北市文山區,蘇貞昌,5,48772,34.29%
新北市石門區,朱立倫,1,3985,54.52%
新北市石門區,蔡英文,2,3324,45.47%
新北市三芝區,朱立倫,1,6688,54.62%
新北市三芝區,蔡英文,2,5555,45.37%
新北市淡水區,朱立倫,1,41479,54.83%
新北市淡水區,蔡英文,2,34166,45.16%
新北市八里區,朱立倫,1,9377,51.06%
新北市八里區,蔡英文,2,8987,48.93%
新北市林口區,朱立倫,1,21775,53.63%
新北市林口區,蔡英文,2,18820,46.36%
新北市五股區,朱立倫,1,19772,47.03%
新北市五股區,蔡英文,2,22269,52.96%
新北市泰山區,朱立倫,1,20339,49.79%
新北市泰山區,蔡英文,2,20508,50.20%
新北市新莊區,朱立倫,1,100606,47.05%
新北市新莊區,蔡英文,2,113183,52.94%
新北市蘆洲區,朱立倫,1,44923,43.77%
新北市蘆洲區,蔡英文,2,57702,56.22%
新北市三重區,朱立倫,1,99364,44.69%
新北市三重區,蔡英文,2,122948,55.30%
新北市板橋區,朱立倫,1,154813,49.71%
新北市板橋區,蔡英文,2,156614,50.28%
新北市中和區,朱立倫,1,141845,60.07%
新北市中和區,蔡英文,2,94273,39.92%
新北市永和區,朱立倫,1,83459,65.59%
新北市永和區,蔡英文,2,43777,34.40%
新北市樹林區,朱立倫,1,44134,48.68%
新北市樹林區,蔡英文,2,46522,51.31%
新北市鶯歌區,朱立倫,1,22081,48.41%
新北市鶯歌區,蔡英文,2,23525,51.58%
