地區,姓名,號次,得票數,得票率
臺北市北投區,余光妹,1,106,30.64%
臺北市北投區,李銀來,2,240,69.36%
臺北市士林區,余光妹,1,63,20.32%
臺北市士林區,李銀來,2,247,79.68%
臺北市內湖區,余光妹,1,200,29.63%
臺北市內湖區,李銀來,2,475,70.37%
臺北市南港區,余光妹,1,100,24.57%
臺北市南港區,李銀來,2,307,75.43%
臺北市松山區,余光妹,1,39,21.67%
臺北市松山區,李銀來,2,141,78.33%
臺北市信義區,余光妹,1,60,24.59%
臺北市信義區,李銀來,2,184,75.41%
臺北市中山區,余光妹,1,86,28.67%
臺北市中山區,李銀來,2,214,71.33%
臺北市大同區,余光妹,1,33,28.45%
臺北市大同區,李銀來,2,83,71.55%
臺北市中正區,余光妹,1,32,24.06%
臺北市中正區,李銀來,2,101,75.94%
臺北市萬華區,余光妹,1,53,21.37%
臺北市萬華區,李銀來,2,195,78.63%
臺北市大安區,余光妹,1,62,23.13%
臺北市大安區,李銀來,2,206,76.87%
臺北市文山區,余光妹,1,148,32.39%
臺北市文山區,李銀來,2,309,67.61%
高雄市鹽埕區,林國權,1,19,59.38%
高雄市鹽埕區,曾夏娃,2,0,0.00%
高雄市鹽埕區,詹蓓蕾,3,4,12.50%
高雄市鹽埕區,俄鄧‧殷艾,4,9,28.13%
高雄市鼓山區,林國權,1,75,46.01%
高雄市鼓山區,曾夏娃,2,25,15.34%
高雄市鼓山區,詹蓓蕾,3,26,15.95%
高雄市鼓山區,俄鄧‧殷艾,4,37,22.70%
高雄市旗津區,林國權,1,21,60.00%
高雄市旗津區,曾夏娃,2,3,8.57%
高雄市旗津區,詹蓓蕾,3,1,2.86%
高雄市旗津區,俄鄧‧殷艾,4,10,28.57%
高雄市左營區,林國權,1,289,56.78%
高雄市左營區,曾夏娃,2,74,14.54%
高雄市左營區,詹蓓蕾,3,35,6.88%
高雄市左營區,俄鄧‧殷艾,4,111,21.81%
高雄市楠梓區,林國權,1,216,50.82%
高雄市楠梓區,曾夏娃,2,43,10.12%
高雄市楠梓區,詹蓓蕾,3,21,4.94%
高雄市楠梓區,俄鄧‧殷艾,4,145,34.12%
高雄市三民區,林國權,1,160,54.24%
高雄市三民區,曾夏娃,2,30,10.17%
高雄市三民區,詹蓓蕾,3,26,8.81%
高雄市三民區,俄鄧‧殷艾,4,79,26.78%
高雄市新興區,林國權,1,15,41.67%
高雄市新興區,曾夏娃,2,5,13.89%
高雄市新興區,詹蓓蕾,3,5,13.89%
高雄市新興區,俄鄧‧殷艾,4,11,30.56%
高雄市前金區,林國權,1,6,42.86%
高雄市前金區,曾夏娃,2,2,14.29%
高雄市前金區,詹蓓蕾,3,1,7.14%
高雄市前金區,俄鄧‧殷艾,4,5,35.71%
高雄市苓雅區,林國權,1,77,46.39%
高雄市苓雅區,曾夏娃,2,6,3.61%
高雄市苓雅區,詹蓓蕾,3,13,7.83%
高雄市苓雅區,俄鄧‧殷艾,4,70,42.17%
高雄市前鎮區,林國權,1,281,40.96%
高雄市前鎮區,曾夏娃,2,11,1.60%
高雄市前鎮區,詹蓓蕾,3,28,4.08%
高雄市前鎮區,俄鄧‧殷艾,4,366,53.35%
高雄市小港區,林國權,1,347,36.00%
高雄市小港區,曾夏娃,2,34,3.53%
高雄市小港區,詹蓓蕾,3,90,9.34%
高雄市小港區,俄鄧‧殷艾,4,493,51.14%
