地區,姓名,號次,得票數,得票率
臺北市北投區,李應元,1,51208,39.37%
臺北市北投區,馬英九,2,78845,60.63%
臺北市士林區,李應元,1,64514,42.40%
臺北市士林區,馬英九,2,87652,57.60%
臺北市內湖區,李應元,1,42894,33.46%
臺北市內湖區,馬英九,2,85306,66.54%
臺北市南港區,李應元,1,20325,34.26%
臺北市南港區,馬英九,2,38996,65.74%
臺北市松山區,李應元,1,36314,34.99%
臺北市松山區,馬英九,2,67464,65.01%
臺北市信義區,李應元,1,39616,31.69%
臺北市信義區,馬英九,2,85411,68.31%
臺北市中山區,李應元,1,44982,40.17%
臺北市中山區,馬英九,2,66996,59.83%
臺北市大同區,李應元,1,32912,48.65%
臺北市大同區,馬英九,2,34733,51.35%
臺北市中正區,李應元,1,26645,33.06%
臺北市中正區,馬英九,2,53950,66.94%
臺北市萬華區,李應元,1,43813,40.12%
臺北市萬華區,馬英九,2,65395,59.88%
臺北市大安區,李應元,1,49977,31.08%
臺北市大安區,馬英九,2,110839,68.92%
臺北市文山區,李應元,1,35611,26.75%
臺北市文山區,馬英九,2,97515,73.25%
高雄市鹽埕區,施明德,1,189,1.10%
高雄市鹽埕區,張博雅,2,235,1.37%
高雄市鹽埕區,黃天生,3,49,0.29%
高雄市鹽埕區,黃俊英,4,7323,42.60%
高雄市鹽埕區,謝長廷,5,9396,54.65%
高雄市鼓山區,施明德,1,690,1.20%
高雄市鼓山區,張博雅,2,827,1.44%
高雄市鼓山區,黃天生,3,165,0.29%
高雄市鼓山區,黃俊英,4,27481,47.75%
高雄市鼓山區,謝長廷,5,28392,49.33%
高雄市旗津區,施明德,1,185,1.13%
高雄市旗津區,張博雅,2,289,1.76%
高雄市旗津區,黃天生,3,53,0.32%
高雄市旗津區,黃俊英,4,6853,41.70%
高雄市旗津區,謝長廷,5,9055,55.10%
高雄市左營區,施明德,1,964,1.13%
高雄市左營區,張博雅,2,1131,1.32%
高雄市左營區,黃天生,3,165,0.19%
高雄市左營區,黃俊英,4,48827,57.01%
高雄市左營區,謝長廷,5,34555,40.35%
高雄市楠梓區,施明德,1,886,1.15%
高雄市楠梓區,張博雅,2,1221,1.58%
高雄市楠梓區,黃天生,3,306,0.40%
高雄市楠梓區,黃俊英,4,37228,48.30%
高雄市楠梓區,謝長廷,5,37430,48.57%
高雄市三民區,施明德,1,1961,1.10%
高雄市三民區,張博雅,2,2951,1.65%
高雄市三民區,黃天生,3,413,0.23%
高雄市三民區,黃俊英,4,79273,44.30%
高雄市三民區,謝長廷,5,94367,52.73%
高雄市新興區,施明德,1,371,1.11%
高雄市新興區,張博雅,2,594,1.78%
高雄市新興區,黃天生,3,55,0.17%
高雄市新興區,黃俊英,4,15278,45.89%
高雄市新興區,謝長廷,5,16993,51.04%
高雄市前金區,施明德,1,169,0.95%
高雄市前金區,張博雅,2,311,1.75%
高雄市前金區,黃天生,3,32,0.18%
高雄市前金區,黃俊英,4,8042,45.21%
高雄市前金區,謝長廷,5,9233,51.91%
高雄市苓雅區,施明德,1,1141,1.08%
高雄市苓雅區,張博雅,2,1893,1.79%
高雄市苓雅區,黃天生,3,206,0.20%
高雄市苓雅區,黃俊英,4,50557,47.87%
高雄市苓雅區,謝長廷,5,51821,49.06%
高雄市前鎮區,施明德,1,1220,1.14%
高雄市前鎮區,張博雅,2,2122,1.98%
高雄市前鎮區,黃天生,3,292,0.27%
高雄市前鎮區,黃俊英,4,45725,42.72%
高雄市前鎮區,謝長廷,5,57669,53.88%
高雄市小港區,施明德,1,1001,1.32%
高雄市小港區,張博雅,2,1953,2.58%
高雄市小港區,黃天生,3,277,0.37%
高雄市小港區,黃俊英,4,35850,47.44%
高雄市小港區,謝長廷,5,38336,50.73%
