地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
臺北縣第一選區,柯明輝,1,男,1945,無,1859,0.70%,,否
臺北縣第一選區,林國春,2,男,1968,無,14618,5.51%,*,否
臺北縣第一選區,王淑惠,3,女,1953,中國國民黨,17184,6.48%,*,是
臺北縣第一選區,蕭貫譽,4,男,1956,台灣團結聯盟,19253,7.26%,*,是
臺北縣第一選區,趙燕昭,5,男,1956,中國國民黨,20981,7.91%,*,否
臺北縣第一選區,張榮法,6,男,1972,新黨,5570,2.10%,,否
臺北縣第一選區,徐秀廷,7,男,1948,無,12110,4.57%,,否
臺北縣第一選區,曾文振,8,男,1952,無,16386,6.18%,*,是
臺北縣第一選區,王景源,9,男,1958,中國國民黨,17560,6.62%,*,是
臺北縣第一選區,李淑華,10,女,1968,親民黨,12700,4.79%,,是
臺北縣第一選區,黃俊哲,11,男,1978,民主進步黨,21365,8.05%,*,是
臺北縣第一選區,林水山,12,男,1956,民主進步黨,13605,5.13%,,否
臺北縣第一選區,蘇淑真,13,女,1959,無,1669,0.63%,,否
臺北縣第一選區,王品凱,14,男,1958,無,2613,0.99%,,否
臺北縣第一選區,周勝考,15,男,1956,中國國民黨,15193,5.73%,*,是
臺北縣第一選區,黃炳煌,16,男,1954,民主進步黨,11536,4.35%,,否
臺北縣第一選區,黃瑞璨,17,男,1953,無,10650,4.02%,,是
臺北縣第一選區,李雪梅,18,女,1953,中國國民黨,11170,4.21%,,否
臺北縣第一選區,王月明,19,女,1958,民主進步黨,14001,5.28%,*,否
臺北縣第一選區,陳素珍,20,女,1965,無,4116,1.55%,,否
臺北縣第一選區,廖裕德,21,男,1951,無,12491,4.71%,,是
臺北縣第一選區,張宏銘,22,男,1960,無,8614,3.25%,,否
臺北縣第二選區,楊桂屏,1,男,1951,中國國民黨,15334,7.48%,,否
臺北縣第二選區,簡文劉,2,男,1949,中國國民黨,22829,11.13%,*,是
臺北縣第二選區,馬兆玲,3,女,1963,無,15255,7.44%,,否
臺北縣第二選區,陳錦錠,4,女,1954,中國國民黨,27343,13.33%,*,是
臺北縣第二選區,張瑞山,5,男,1955,民主進步黨,20612,10.05%,*,是
臺北縣第二選區,呂萬煜,6,男,1958,親民黨,14295,6.97%,,否
臺北縣第二選區,江永昌,7,男,1969,無,18775,9.16%,*,否
臺北縣第二選區,游輝廷,8,男,1953,中國國民黨,19014,9.27%,*,是
臺北縣第二選區,劉梅花,9,女,1958,新黨,13900,6.78%,,否
臺北縣第二選區,林秀惠,10,女,1955,民主進步黨,21398,10.44%,*,是
臺北縣第二選區,李肇南,11,男,1967,親民黨,16298,7.95%,*,否
臺北縣第三選區,廖筱清,1,女,1956,民主進步黨,16901,14.85%,*,否
臺北縣第三選區,張繼遠,2,男,1944,無,7152,6.28%,,否
臺北縣第三選區,陳鴻源,3,男,1967,中國國民黨,30394,26.71%,*,是
臺北縣第三選區,金介壽,4,男,1951,親民黨,16779,14.74%,*,是
臺北縣第三選區,呂世喜,5,男,1968,民主進步黨,14975,13.16%,,是
臺北縣第三選區,連斐璠,6,女,1959,中國國民黨,27595,24.25%,*,是
臺北縣第四選區,鄭綉瑛,1,女,1962,中國國民黨,16074,6.28%,*,否
臺北縣第四選區,高敏慧,2,女,1966,民主進步黨,14179,5.54%,*,是
臺北縣第四選區,黃永昌,3,男,1962,中國國民黨,18648,7.29%,*,否
臺北縣第四選區,周文美,4,女,1961,中國國民黨,11269,4.40%,,否
臺北縣第四選區,歐金獅,5,男,1952,民主進步黨,16202,6.33%,*,否
臺北縣第四選區,鄧嘉慶,6,男,1972,無,13596,5.31%,,否
臺北縣第四選區,楊寶猜,7,女,1961,無,8488,3.32%,,是
臺北縣第四選區,彭成龍,8,男,1956,民主進步黨,12568,4.91%,,否
臺北縣第四選區,洪佳君,9,女,1977,中國國民黨,17356,6.78%,*,否
臺北縣第四選區,吳琪銘,10,男,1963,台灣團結聯盟,14904,5.83%,*,否
臺北縣第四選區,陳世雄,11,男,1959,民主進步黨,13134,5.13%,,否
臺北縣第四選區,陳文錄,12,男,1949,無,14976,5.85%,*,是
臺北縣第四選區,吳淑芬,13,女,1971,無,4975,1.94%,,否
臺北縣第四選區,連鄭美素,14,女,1956,中國國民黨,8852,3.46%,,否
臺北縣第四選區,李百琪,15,女,1961,無,2952,1.15%,,否
臺北縣第四選區,藍添樹,16,男,1950,無,8564,3.35%,,否
臺北縣第四選區,林金結,17,男,1968,無,5906,2.31%,,否
臺北縣第四選區,蔡黃隆,18,男,1961,親民黨,14518,5.67%,*,是
臺北縣第四選區,余有澄,19,男,1953,中國國民黨,13363,5.22%,,是
臺北縣第四選區,蘇定基,20,男,1953,無,788,0.31%,,否
臺北縣第四選區,廖晉權,21,男,1948,無,217,0.08%,,否
臺北縣第四選區,林銘仁,22,男,1960,民主進步黨,18409,7.19%,*,否
臺北縣第四選區,陳白霞,23,女,1953,無,5922,2.31%,,否
臺北縣第五選區,李世東,1,男,1956,無,8408,3.12%,,否
臺北縣第五選區,陳玉茹,2,女,1976,無,8012,2.97%,,否
臺北縣第五選區,謝志賢,3,男,1960,無,263,0.10%,,否
臺北縣第五選區,李張櫻卿,4,女,1954,無,6028,2.23%,,否
臺北縣第五選區,林擇良,5,男,1966,無,5475,2.03%,,否
臺北縣第五選區,李友親,6,男,1961,民主進步黨,12738,4.72%,*,是
臺北縣第五選區,王啟聰,7,男,1971,中國國民黨,7060,2.62%,,否
臺北縣第五選區,陳海順,8,男,1960,無,6457,2.39%,,否
臺北縣第五選區,林孝光,9,男,1948,親民黨,11847,4.39%,,是
臺北縣第五選區,李倩萍,10,女,1970,民主進步黨,31365,11.62%,*,否
臺北縣第五選區,胡淑蓉,11,女,1960,中國國民黨,14464,5.36%,*,否
臺北縣第五選區,王棋,12,男,1957,無,13928,5.16%,*,否
臺北縣第五選區,何仰山,13,男,1959,無,12438,4.61%,,是
臺北縣第五選區,藍晏璋,14,男,1964,中國國民黨,11667,4.32%,,否
臺北縣第五選區,蔡明堂,15,男,1958,中國國民黨,16551,6.13%,*,是
臺北縣第五選區,鄭世維,16,男,1966,中國國民黨,16381,6.07%,*,否
臺北縣第五選區,黃桂蘭,17,女,1957,中國國民黨,16477,6.10%,*,是
臺北縣第五選區,陳幸進,18,男,1943,中國國民黨,17688,6.55%,*,是
臺北縣第五選區,顏仁宣,19,男,1979,無,10343,3.83%,,否
臺北縣第五選區,陳啟能,20,男,1959,台灣團結聯盟,13711,5.08%,*,否
臺北縣第五選區,林國雄,21,男,1944,民主進步黨,12557,4.65%,,是
臺北縣第五選區,鄭金隆,22,男,1955,無,16060,5.95%,*,是
臺北縣第六選區,陳佳和,1,男,1953,無,3689,1.38%,,否
臺北縣第六選區,何振興,2,男,1961,無,3140,1.17%,,否
臺北縣第六選區,蔡健棠,3,男,1963,中國國民黨,8093,3.02%,,否
臺北縣第六選區,許文琪,4,男,1952,無,3002,1.12%,,否
臺北縣第六選區,張益廣,5,男,1955,無,8425,3.14%,,否
臺北縣第六選區,吳天麟,6,男,1954,民主進步黨,8404,3.13%,,是
臺北縣第六選區,曾美鈴,7,女,1956,無,8216,3.06%,,否
臺北縣第六選區,陳文治,8,男,1967,民主進步黨,13578,5.06%,*,是
臺北縣第六選區,黃林玲玲,9,女,1942,中國國民黨,20233,7.55%,*,否
臺北縣第六選區,李國書,10,男,1951,中國國民黨,14895,5.56%,*,否
臺北縣第六選區,劉新龍,11,男,1956,中國國民黨,13862,5.17%,*,否
臺北縣第六選區,林義一,12,男,1942,無,8855,3.30%,,是
臺北縣第六選區,蔡昌碩,13,男,1964,無,7569,2.82%,,否
臺北縣第六選區,林重信,14,男,1941,無,5840,2.18%,,否
臺北縣第六選區,謝清鎧,15,男,1959,中國國民黨,8932,3.33%,,否
臺北縣第六選區,周安妮,16,女,1970,無,1680,0.63%,,否
臺北縣第六選區,徐陳麗華,17,女,1959,中國國民黨,9511,3.55%,,是
臺北縣第六選區,陳科名,18,男,1970,民主進步黨,15936,5.94%,*,否
臺北縣第六選區,蘇聲揚,19,男,1953,無,1601,0.60%,,否
臺北縣第六選區,何淑峯,20,女,1967,民主進步黨,14949,5.58%,*,是
臺北縣第六選區,陳明義,21,男,1967,中國國民黨,18817,7.02%,*,否
臺北縣第六選區,蔡淑君,22,女,1970,無,17346,6.47%,*,否
臺北縣第六選區,葉正森,23,男,1938,無,11525,4.30%,,否
臺北縣第六選區,鄭漢騰,24,男,1944,中國國民黨,10356,3.86%,,否
臺北縣第六選區,呂柱,25,男,1954,無,14977,5.59%,*,是
臺北縣第六選區,楊添福,26,男,1963,中國國民黨,5592,2.09%,,否
臺北縣第六選區,林麗容,27,女,1954,無,701,0.26%,,否
臺北縣第六選區,蕭國基,28,男,1968,台灣團結聯盟,8400,3.13%,,否
臺北縣第七選區,呂子昌,1,男,1958,民主進步黨,18644,20.64%,*,是
臺北縣第七選區,李文德,2,男,1938,中國國民黨,27308,30.24%,*,是
臺北縣第七選區,郭拱照,3,男,1931,中國國民黨,12878,14.26%,,是
臺北縣第七選區,郭哲道,4,男,1948,無,12640,14.00%,,否
臺北縣第七選區,鄭戴麗香,5,女,1954,無,18847,20.87%,*,否
臺北縣第八選區,白珮茹,1,女,1975,中國國民黨,18586,18.20%,*,否
臺北縣第八選區,廖正良,2,男,1954,中國國民黨,11134,10.90%,*,否
臺北縣第八選區,王萬富,3,男,1961,親民黨,6478,6.34%,,否
臺北縣第八選區,王澄鎰,4,男,1954,無,7434,7.28%,,否
臺北縣第八選區,陳燈貴,5,男,1959,中國國民黨,9454,9.26%,,否
臺北縣第八選區,陳正鋒,6,男,1965,無,8104,7.93%,,否
臺北縣第八選區,何嬌,7,女,1953,無,6393,6.26%,,否
臺北縣第八選區,王培芬,8,女,1976,無,7628,7.47%,,否
臺北縣第八選區,唐有吉,9,男,1950,中國國民黨,11393,11.16%,*,是
臺北縣第八選區,周雅玲,10,女,1968,民主進步黨,15526,15.20%,*,是
臺北縣第九選區,廖秀雄,1,男,1944,無,32866,100.00%,*,是
臺北縣第十選區,吳善九,1,男,1958,親民黨,20174,12.59%,*,是
臺北縣第十選區,金中玉,2,男,1956,親民黨,26835,16.74%,*,是
臺北縣第十選區,陳梅嬌,3,女,1944,中國國民黨,15740,9.82%,,是
臺北縣第十選區,林清一,4,男,1963,新黨,8341,5.20%,,否
臺北縣第十選區,曾正和,5,男,1939,中國國民黨,23428,14.62%,*,否
臺北縣第十選區,許再恩,6,男,1942,中國國民黨,19950,12.45%,,是
臺北縣第十選區,陳永福,7,男,1958,無,20497,12.79%,*,是
臺北縣第十選區,李欣芳,8,女,1957,民主進步黨,25309,15.79%,*,否
宜蘭縣第一選區,余美雪,1,女,1955,民主進步黨,4503,9.95%,*,是
宜蘭縣第一選區,施煥沖,2,男,1948,無,2482,5.48%,,否
宜蘭縣第一選區,江聰淵,3,男,1969,民主進步黨,5015,11.08%,*,否
宜蘭縣第一選區,吳秀和,4,男,1953,中國國民黨,2863,6.33%,,否
宜蘭縣第一選區,莊淑如,5,女,1978,中國國民黨,3538,7.82%,*,否
宜蘭縣第一選區,江碧華,6,女,1956,中國國民黨,4963,10.97%,*,否
宜蘭縣第一選區,林錫明,7,男,1954,無,5103,11.27%,*,是
宜蘭縣第一選區,張建榮,8,男,1947,中國國民黨,5729,12.66%,*,是
宜蘭縣第一選區,陳美玲,9,女,1965,中國國民黨,2811,6.21%,,否
宜蘭縣第一選區,林清標,10,男,1961,無,580,1.28%,,否
宜蘭縣第一選區,楊順木,11,男,1950,中國國民黨,2842,6.28%,,是
宜蘭縣第一選區,吳福田,12,男,1949,民主進步黨,4833,10.68%,*,是
宜蘭縣第二選區,吳淑貞,1,女,1967,民主進步黨,4475,26.18%,,否
宜蘭縣第二選區,曹乾舜,2,男,1957,中國國民黨,5577,32.63%,*,是
宜蘭縣第二選區,林月霞,3,女,1955,無,629,3.68%,,否
宜蘭縣第二選區,蔡文益,4,男,1972,無,6412,37.51%,*,否
宜蘭縣第三選區,李清林,1,男,1949,無,5354,27.60%,*,是
宜蘭縣第三選區,吳宏謀,2,男,1950,民主進步黨,5647,29.11%,*,是
宜蘭縣第三選區,黃太平,3,男,1949,中國國民黨,5895,30.39%,*,是
宜蘭縣第三選區,游見璋,4,男,1967,無,2500,12.89%,,否
宜蘭縣第四選區,黃浴沂,1,男,1952,中國國民黨,5692,34.25%,*,是
宜蘭縣第四選區,張漢東,2,男,1960,民主進步黨,5960,35.86%,*,否
宜蘭縣第四選區,簡連發,3,男,1958,無,4969,29.90%,,是
宜蘭縣第五選區,陳福山,1,男,1957,民主進步黨,5960,40.85%,*,是
宜蘭縣第五選區,邱耀祖,2,男,1966,中國國民黨,3444,23.60%,,否
宜蘭縣第五選區,林水金,3,男,1952,無,5187,35.55%,*,是
宜蘭縣第六選區,林姿妙,1,女,1952,中國國民黨,6633,19.70%,*,是
宜蘭縣第六選區,陳鴻禧,2,男,1959,中國國民黨,4002,11.89%,*,否
宜蘭縣第六選區,劉添梧,3,男,1948,民主進步黨,5527,16.42%,*,是
宜蘭縣第六選區,游德全,4,男,1940,中國國民黨,1212,3.60%,,否
宜蘭縣第六選區,吳秋齡,5,女,1957,中國國民黨,5698,16.93%,*,否
宜蘭縣第六選區,李錫参,6,男,1953,無,2295,6.82%,,否
宜蘭縣第六選區,林傳泉,7,男,1953,親民黨,2850,8.47%,,是
宜蘭縣第六選區,謝志得,8,男,1968,民主進步黨,5447,16.18%,*,是
宜蘭縣第七選區,沈德茂,1,男,1956,民主進步黨,6602,35.57%,*,是
宜蘭縣第七選區,陳明宗,2,男,1951,中國國民黨,1437,7.74%,,否
宜蘭縣第七選區,林朝旺,3,男,1950,中國國民黨,4479,24.13%,*,是
宜蘭縣第七選區,黃適超,4,男,1961,民主進步黨,6045,32.56%,*,是
宜蘭縣第八選區,游祥德,1,男,1952,民主進步黨,7515,28.27%,*,是
宜蘭縣第八選區,張春煌,2,男,1951,無,4686,17.63%,*,否
宜蘭縣第八選區,楊政誠,3,男,1943,無,4470,16.81%,,是
宜蘭縣第八選區,劉石純,4,男,1946,中國國民黨,7498,28.20%,*,是
宜蘭縣第八選區,陳慧珠,5,女,1960,民主進步黨,2416,9.09%,,是
宜蘭縣第九選區,陳文昌,1,男,1953,民主進步黨,4693,38.19%,*,是
宜蘭縣第九選區,李志鏞,2,男,1966,中國國民黨,5051,41.11%,*,否
宜蘭縣第九選區,林金標,3,男,1957,無,2543,20.70%,,否
宜蘭縣第十選區,林棋山,1,男,1951,中國國民黨,6148,25.97%,*,否
宜蘭縣第十選區,林正標,2,男,1946,中國國民黨,3749,15.84%,,是
宜蘭縣第十選區,陳正男,3,男,1948,民主進步黨,6181,26.11%,*,是
宜蘭縣第十選區,陳金麟,4,男,1954,中國國民黨,5386,22.75%,*,是
宜蘭縣第十選區,李坤山,5,男,1939,中國國民黨,2209,9.33%,,否
桃園縣第一選區,林國政,1,男,1966,新黨,2948,1.94%,,否
桃園縣第一選區,黃智銘,2,男,1953,台灣團結聯盟,5369,3.53%,,是
桃園縣第一選區,蕭大千,3,男,1970,中國國民黨,4701,3.09%,,否
桃園縣第一選區,黃景熙,4,男,1959,無,7723,5.08%,*,是
桃園縣第一選區,陳新翰,5,男,1975,無,849,0.56%,,否
桃園縣第一選區,黃婉如,6,女,1954,中國國民黨,12090,7.95%,*,是
桃園縣第一選區,古清棟,7,男,1961,無,591,0.39%,,否
桃園縣第一選區,徐榮祥,8,男,1965,無,1704,1.12%,,否
桃園縣第一選區,林政賢,9,男,1959,中國國民黨,10504,6.91%,*,否
桃園縣第一選區,黃享欽,10,男,1953,無,7515,4.94%,*,是
桃園縣第一選區,卓德樹,11,男,1949,無,5880,3.87%,*,否
桃園縣第一選區,李曉鐘,12,男,1959,無,7006,4.61%,*,是
桃園縣第一選區,林國震,13,男,1965,無,373,0.25%,,否
桃園縣第一選區,顏春義,14,男,1953,無,971,0.64%,,否
桃園縣第一選區,汝志超,15,男,1962,親民黨,3097,2.04%,,否
桃園縣第一選區,陳宗仁,16,男,1959,民主進步黨,16043,10.55%,*,否
桃園縣第一選區,林良益,17,男,1950,無,6506,4.28%,*,是
桃園縣第一選區,邱素芬,18,女,1966,民主進步黨,9478,6.23%,*,否
桃園縣第一選區,廖輝星,19,男,1954,民主進步黨,5790,3.81%,,否
桃園縣第一選區,吳寶玉,20,女,1960,無,3502,2.30%,,是
桃園縣第一選區,詹江村,21,男,1963,中國國民黨,11649,7.66%,*,否
桃園縣第一選區,呂秀紋,22,女,1954,中國國民黨,4152,2.73%,,否
桃園縣第一選區,楊添丁,23,男,1956,無,2486,1.63%,,否
桃園縣第一選區,呂文華,24,男,1960,中國國民黨,4363,2.87%,,否
桃園縣第一選區,黃品羱,25,男,1963,無,624,0.41%,,否
桃園縣第一選區,萬美玲,26,女,1969,親民黨,12310,8.09%,*,是
桃園縣第一選區,溫舜億,27,男,1972,中國國民黨,3865,2.54%,,否
桃園縣第二選區,林俐玲,1,女,1963,民主進步黨,7136,2.54%,*,否
桃園縣第二選區,曾忠義,2,男,1948,中國國民黨,12555,25.21%,*,是
桃園縣第二選區,呂博夫,3,男,1939,無,661,1.33%,,否
桃園縣第二選區,李麗珠,4,女,1958,中國國民黨,8232,16.53%,*,是
桃園縣第二選區,曾裕仁,5,男,1948,無,171,0.34%,,否
桃園縣第二選區,陳志謀,6,男,1958,民主進步黨,9586,19.25%,*,是
桃園縣第二選區,許森能,7,男,1963,無,4558,9.15%,,否
桃園縣第二選區,李雲強,8,男,1959,親民黨,6907,13.87%,,否
桃園縣第三選區,趙正宇,1,男,1966,中國國民黨,12981,18.31%,*,是
桃園縣第三選區,王樺,2,女,1970,無,5661,7.99%,,否
桃園縣第三選區,陳隆著,3,男,1952,無,446,0.63%,,否
桃園縣第三選區,張文瑜,4,女,1965,民主進步黨,8393,11.84%,*,否
桃園縣第三選區,劉茂羣,5,女,1956,中國國民黨,7825,11.04%,*,是
桃園縣第三選區,彭天樂,6,男,1964,親民黨,3201,4.52%,,否
桃園縣第三選區,呂林小鳳,7,女,1964,民主進步黨,7783,10.98%,*,否
桃園縣第三選區,黃華隆,8,男,1959,中國國民黨,3653,5.15%,,否
桃園縣第三選區,邱顯寶,9,男,1960,台灣團結聯盟,5464,7.71%,,否
桃園縣第三選區,呂淑真,10,女,1955,中國國民黨,7388,10.42%,*,否
桃園縣第三選區,黃隆盛,11,男,1967,無,960,1.35%,,否
桃園縣第三選區,鄭銀福,12,男,1957,親民黨,7128,10.06%,,是
桃園縣第四選區,林清松,1,男,1955,無,716,1.48%,,否
桃園縣第四選區,劉勝全,2,男,1969,無,7216,14.95%,*,否
桃園縣第四選區,褚春來,3,男,1962,中國國民黨,10195,21.12%,*,否
桃園縣第四選區,林丕章,4,男,1947,民主進步黨,10660,22.08%,*,是
桃園縣第四選區,邱榮豊,5,男,1959,無,393,0.81%,,否
桃園縣第四選區,陳麗莉,6,女,1957,中國國民黨,6958,14.41%,*,否
桃園縣第四選區,王貴芬,7,女,1963,親民黨,4125,8.54%,,否
桃園縣第四選區,張永奇,8,男,1972,無,5897,12.21%,,否
桃園縣第四選區,詹益璋,9,男,1951,無,2118,4.39%,,否
桃園縣第五選區,游吾和,1,男,1963,民主進步黨,8008,24.64%,,否
桃園縣第五選區,陶廣明,2,男,1977,親民黨,1801,5.54%,,否
桃園縣第五選區,呂水田,3,男,1951,中國國民黨,11686,35.96%,*,是
桃園縣第五選區,王淳長,4,男,1957,無,11003,33.86%,*,是
桃園縣第六選區,林志遠,1,男,1966,中國國民黨,3410,8.58%,,否
桃園縣第六選區,黃德隆,2,男,1950,無,4461,11.23%,,是
桃園縣第六選區,李柏坊,3,男,1958,中國國民黨,5854,14.73%,*,否
桃園縣第六選區,楊朝偉,4,男,1967,中國國民黨,10071,25.35%,*,是
桃園縣第六選區,藍勝民,5,男,1954,台灣團結聯盟,5700,14.35%,,是
桃園縣第六選區,邱顯二,6,男,1966,民主進步黨,10239,25.77%,*,否
桃園縣第七選區,張運炳,1,男,1955,無,8950,5.89%,*,是
桃園縣第七選區,葉明月,2,女,1960,中國國民黨,8247,5.43%,*,否
桃園縣第七選區,林志珉,3,男,1957,中國國民黨,6494,4.27%,,否
桃園縣第七選區,呂明美,4,女,1949,中國國民黨,12403,8.16%,*,是
桃園縣第七選區,任芳明,5,男,1955,中國國民黨,6011,3.95%,,否
桃園縣第七選區,黃仁杼,6,男,1954,民主進步黨,10014,6.59%,*,是
桃園縣第七選區,丁愛梅,7,女,1951,無,3747,2.47%,,否
桃園縣第七選區,楊立,8,男,1967,新黨,3059,2.01%,,否
桃園縣第七選區,鄭文秀,9,男,1945,無,3064,2.02%,,否
桃園縣第七選區,梁新武,10,男,1955,民主進步黨,6817,4.48%,*,否
桃園縣第七選區,沐平波,11,女,1952,親民黨,6902,4.54%,*,是
桃園縣第七選區,曾玉春,12,女,1954,無,6606,4.35%,,否
桃園縣第七選區,蔣中千,13,男,1956,無,6291,4.14%,,否
桃園縣第七選區,陸振華,14,男,1967,無,657,0.43%,,否
桃園縣第七選區,呂誠誼,15,男,1944,無,5511,3.63%,,否
桃園縣第七選區,魯明哲,16,男,1963,親民黨,12908,8.49%,*,是
桃園縣第七選區,洪奕巓,17,男,1952,中國國民黨,8024,5.28%,*,是
桃園縣第七選區,吳餘東,18,男,1956,中國國民黨,7157,4.71%,*,是
桃園縣第七選區,徐景文,19,男,1962,民主進步黨,9415,6.19%,*,是
桃園縣第七選區,林黃淑貞,20,女,1950,中國國民黨,5129,3.37%,,否
桃園縣第七選區,邱奕勝,21,男,1960,中國國民黨,11042,7.26%,*,是
桃園縣第七選區,劉守榮,22,男,1959,無,3558,2.34%,,否
桃園縣第八選區,鄧仁艾,1,男,1956,無,5890,7.19%,,是
桃園縣第八選區,劉邦鉉,2,男,1968,無,6405,7.82%,*,是
桃園縣第八選區,陳美玉,3,女,1974,無,3469,4.24%,,否
桃園縣第八選區,謝松佑,4,男,1952,中國國民黨,4564,5.57%,,否
桃園縣第八選區,劉俊儀,5,男,1971,中國國民黨,6221,7.60%,*,否
桃園縣第八選區,謝彰文,6,女,1958,中國國民黨,11010,13.45%,*,是
桃園縣第八選區,陳玉霞,7,女,1966,無,3124,3.82%,,否
桃園縣第八選區,林德忠,8,男,1961,中國國民黨,3376,4.12%,,否
桃園縣第八選區,莊玉輝,9,男,1959,無,8013,9.79%,*,是
桃園縣第八選區,舒翠玲,10,女,1964,親民黨,10539,12.87%,*,是
桃園縣第八選區,劉國榮,11,男,1953,無,2654,3.24%,,否
桃園縣第八選區,黃豐彬,12,男,1957,中國國民黨,4882,5.96%,,否
桃園縣第八選區,邱宇健,13,男,1971,無,2640,3.22%,,否
桃園縣第八選區,劉興秀,14,男,1937,無,140,0.17%,,否
桃園縣第八選區,羅文欽,15,男,1970,民主進步黨,8957,10.94%,*,否
桃園縣第九選區,陳賴素美,1,女,1964,民主進步黨,7893,13.90%,*,否
桃園縣第九選區,彭盛山,2,男,1959,無,4687,8.25%,,否
桃園縣第九選區,鍾智明,3,男,1962,無,1740,3.06%,,否
桃園縣第九選區,羅煥鑪,4,男,1952,無,7225,12.72%,*,否
桃園縣第九選區,蘇偉德,5,男,1966,親民黨,2680,4.72%,,否
桃園縣第九選區,李家興,6,男,1957,無,6733,11.85%,*,是
桃園縣第九選區,周玉琴,7,女,1958,中國國民黨,11483,20.22%,*,是
桃園縣第九選區,段李瑞淵,8,女,1951,無,5542,9.76%,,否
桃園縣第九選區,張火爐,9,男,1958,無,6671,11.74%,,是
桃園縣第九選區,黃國松,10,男,1968,無,2145,3.78%,,否
桃園縣第十選區,張肇良,1,男,1964,民主進步黨,12450,25.97%,*,否
桃園縣第十選區,魏雪卿,2,女,1956,中國國民黨,10680,22.27%,*,是
桃園縣第十選區,黃仁杞,3,男,1952,中國國民黨,8580,17.89%,,否
桃園縣第十選區,葉英娟,4,女,1965,無,696,1.45%,,否
桃園縣第十選區,中傑,5,男,1956,中國國民黨,15543,32.42%,*,否
桃園縣第十一選區,黃金德,1,男,1955,民主進步黨,9777,41.14%,,是
桃園縣第十一選區,姜義青,2,男,1957,中國國民黨,13989,58.86%,*,是
桃園縣第十二選區,吳宗憲,1,男,1959,中國國民黨,8367,29.91%,*,是
桃園縣第十二選區,陳江波,2,男,1952,無,4748,16.97%,,否
桃園縣第十二選區,歐炳辰,3,男,1957,無,9941,35.53%,*,否
桃園縣第十二選區,曾繁益,4,男,1961,民主進步黨,4921,17.59%,,否
新竹縣第一選區,鄭美琴,1,女,1954,無,3467,6.97%,*,是
新竹縣第一選區,曾泗濱,2,男,1939,中國國民黨,2896,5.83%,,否
新竹縣第一選區,張碧琴,3,女,1965,無,4282,8.61%,*,否
新竹縣第一選區,蘇明輝,4,男,1953,無,3574,7.19%,*,否
新竹縣第一選區,張木海,5,男,1955,民主進步黨,4154,8.36%,*,是
新竹縣第一選區,曾勝堂,6,男,1951,無,367,0.74%,,否
新竹縣第一選區,黃齡慧,7,女,1952,中國國民黨,5969,12.01%,*,是
新竹縣第一選區,徐坤光,8,男,1967,無,854,1.72%,,否
新竹縣第一選區,葉燦宗,9,男,1945,中國國民黨,2778,5.59%,,是
新竹縣第一選區,蔡文苑,10,男,1974,無,2198,4.42%,,否
新竹縣第一選區,鍾國章,11,男,1944,無,2578,5.19%,,否
新竹縣第一選區,何淦銘,12,男,1959,無,3309,6.66%,,否
新竹縣第一選區,徐欣瑩,13,女,1972,無,4535,9.12%,*,否
新竹縣第一選區,林祺烜,14,男,1960,無,1768,3.56%,,否
新竹縣第一選區,林保光,15,男,1961,無,3424,6.89%,,否
新竹縣第一選區,陳榮燦,16,男,1956,中國國民黨,3560,7.16%,*,否
新竹縣第二選區,范振梅,1,男,1939,中國國民黨,5128,14.42%,*,是
新竹縣第二選區,張炫滿,2,男,1951,無,3811,10.71%,,否
新竹縣第二選區,吳淑君,3,女,1971,中國國民黨,4381,12.32%,*,否
新竹縣第二選區,甄克堅,4,男,1970,中國國民黨,4153,11.68%,*,否
新竹縣第二選區,吳菊花,5,女,1960,中國國民黨,5099,14.34%,*,是
新竹縣第二選區,黃秀輝,6,男,1940,無,4034,11.34%,,是
新竹縣第二選區,陳栢維,7,男,1965,中國國民黨,5533,15.56%,*,否
新竹縣第二選區,羅美搖,8,男,1955,中國國民黨,3429,9.64%,,否
新竹縣第三選區,徐茂淦,1,男,1955,中國國民黨,6751,29.58%,*,是
新竹縣第三選區,林素美,2,女,1959,無,1092,4.79%,,否
新竹縣第三選區,何啟霖,3,男,1950,中國國民黨,3182,13.94%,,否
新竹縣第三選區,許槍榮,4,男,1954,中國國民黨,5133,22.49%,*,是
新竹縣第三選區,吳寀璇,5,女,1961,民主進步黨,2285,10.01%,,是
新竹縣第三選區,史金象,6,男,1958,民主進步黨,4378,19.18%,*,是
新竹縣第四選區,黃國憲,1,男,1942,中國國民黨,4772,27.00%,,是
新竹縣第四選區,吳發仁,2,男,1956,無,5956,33.70%,*,是
