地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
臺北市第01選區,魏憶龍,1,男,1958,無,8889,3.20%,,是
臺北市第01選區,藍世聰,2,男,1956,民主進步黨,21836,7.87%,*,否
臺北市第01選區,李純恩,3,男,1951,親民黨,6587,2.37%,,否
臺北市第01選區,蔡秋凰,4,女,1964,無,9616,3.46%,,是
臺北市第01選區,陳朝琴,5,男,1967,無,10267,3.70%,,否
臺北市第01選區,蔡文安,6,男,1956,台灣團結聯盟,9112,3.28%,,否
臺北市第01選區,吳碧珠,7,女,1949,中國國民黨,35206,12.68%,*,是
臺北市第01選區,陳政忠,8,男,1955,中國國民黨,22027,7.93%,*,是
臺北市第01選區,陳進棋,9,男,1961,中國國民黨,0,0.00%,,是
臺北市第01選區,賴朝隆,10,男,1974,無,3705,1.33%,,否
臺北市第01選區,陳正德,11,男,1962,民主進步黨,14313,5.16%,*,是
臺北市第01選區,呂瀅瀅,12,女,1976,民主進步黨,17910,6.45%,*,否
臺北市第01選區,高建智,13,男,1953,民主進步黨,13102,4.72%,,是
臺北市第01選區,汪志冰,14,女,1957,親民黨,16697,6.01%,*,否
臺北市第01選區,賴素如,15,女,1964,中國國民黨,23785,8.57%,*,是
臺北市第01選區,王順輝,16,男,1957,無,2893,1.04%,,否
臺北市第01選區,陳碧峰,17,男,1944,民主進步黨,18528,6.67%,*,是
臺北市第01選區,潘懷宗,18,男,1961,新黨,17515,6.31%,*,否
臺北市第01選區,王育誠,19,男,1964,親民黨,25615,9.23%,*,否
臺北市第02選區,闕枚莎,1,女,1972,無,13820,7.49%,,否
臺北市第02選區,羅淑蕾,2,女,1952,親民黨,14320,7.76%,,否
臺北市第02選區,黃珊珊,3,女,1969,親民黨,23454,12.71%,*,是
臺北市第02選區,張宗明,4,男,1944,無,876,0.47%,,否
臺北市第02選區,陳義洲,5,男,1952,中國國民黨,19129,10.37%,*,是
臺北市第02選區,徐國勇,6,男,1958,民主進步黨,17482,9.48%,*,否
臺北市第02選區,李彥秀,7,女,1971,中國國民黨,25546,13.85%,*,是
臺北市第02選區,李建昌,8,男,1962,民主進步黨,15270,8.28%,*,是
臺北市第02選區,常中天,9,男,1965,新黨,15179,8.23%,*,否
臺北市第02選區,陳秀惠,10,女,1951,民主進步黨,13550,7.34%,,是
臺北市第02選區,吳世正,11,男,1963,中國國民黨,21185,11.48%,*,是
臺北市第02選區,邱朝祿,12,男,1961,台灣團結聯盟,4695,2.54%,,否
臺北市第03選區,洪士奇,1,男,1962,親民黨,13047,5.79%,,否
臺北市第03選區,陳永德,2,男,1965,中國國民黨,19565,8.68%,*,是
臺北市第03選區,張鄧芳,3,男,1962,中國國民黨,3683,1.63%,,否
臺北市第03選區,戴錫欽,4,男,1966,親民黨,13284,5.89%,*,否
臺北市第03選區,陳孋輝,5,女,1962,中國國民黨,16014,7.10%,*,是
臺北市第03選區,費鴻泰,6,男,1954,新黨,34906,15.48%,*,是
臺北市第03選區,張元安,7,女,1965,無,3563,1.58%,,否
臺北市第03選區,許富男,8,男,1942,民主進步黨,14979,6.64%,*,是
臺北市第03選區,唐峯正,9,男,1966,無,956,0.42%,,否
臺北市第03選區,王正德,10,男,1956,中國國民黨,17181,7.62%,*,是
臺北市第03選區,楊實秋,11,男,1958,中國國民黨,17783,7.89%,*,是
臺北市第03選區,黃幼中,12,女,1972,親民黨,13153,5.83%,*,否
臺北市第03選區,王博昱,13,男,1968,民主進步黨,8919,3.95%,,是
臺北市第03選區,紀長和,14,男,1970,無,546,0.24%,,否
臺北市第03選區,張茂楠,15,男,1960,民主進步黨,12580,5.58%,,否
臺北市第03選區,田欣,16,男,1962,民主進步黨,13350,5.92%,*,否
臺北市第03選區,陳淑華,17,女,1953,民主進步黨,10974,4.87%,,是
臺北市第03選區,朱孟庠,18,女,1962,台灣團結聯盟,11031,4.89%,,否
臺北市第04選區,林培宗,1,男,1954,無,1911,1.08%,,否
臺北市第04選區,王浩,2,男,1957,中國國民黨,21742,12.30%,*,是
臺北市第04選區,蔡鴻章,3,男,1959,台灣團結聯盟,8553,4.84%,,否
臺北市第04選區,蔡坤龍,4,男,1977,無,2179,1.23%,,否
臺北市第04選區,王世堅,5,男,1960,民主進步黨,16636,9.41%,*,是
臺北市第04選區,李文英,6,女,1961,民主進步黨,23892,13.51%,*,否
臺北市第04選區,謝明達,7,男,1956,民主進步黨,10101,5.71%,,否
臺北市第04選區,林國成,8,男,1957,親民黨,9456,5.35%,,否
臺北市第04選區,王芳萍,9,女,1966,無,829,0.47%,,否
臺北市第04選區,游鴻程,10,男,1965,新黨,5829,3.30%,,否
臺北市第04選區,林晉章,11,男,1949,中國國民黨,18895,10.69%,*,是
臺北市第04選區,羅宗勝,12,男,1964,民主進步黨,12673,7.17%,*,是
臺北市第04選區,陳玉梅,13,女,1966,中國國民黨,27423,15.51%,*,是
臺北市第04選區,林定勇,14,男,1969,親民黨,12539,7.09%,*,否
臺北市第04選區,葉信義,15,男,1961,無,3907,2.21%,,是
臺北市第04選區,黎烈台,16,男,1960,無,263,0.15%,,否
臺北市第05選區,李振豐,1,男,1955,無,1272,0.68%,,否
臺北市第05選區,車正國,2,男,1953,無,1837,0.98%,,否
臺北市第05選區,劉耀仁,3,男,1968,民主進步黨,16698,8.93%,*,否
臺北市第05選區,謝千惠,4,女,1975,無,2363,1.26%,,否
臺北市第05選區,鍾小平,5,男,1962,無,9698,5.18%,,是
臺北市第05選區,李仁人,6,女,1941,中國國民黨,28104,15.02%,*,是
臺北市第05選區,陳卯樂,7,男,1951,無,440,0.24%,,否
臺北市第05選區,顏聖冠,8,女,1968,民主進步黨,11967,6.40%,*,是
臺北市第05選區,謝建平,9,男,1965,台灣團結聯盟,8223,4.40%,,否
臺北市第05選區,賴志威,10,男,1961,親民黨,8299,4.44%,,否
臺北市第05選區,周威佑,11,男,1962,民主進步黨,13671,7.31%,*,否
臺北市第05選區,曹鵬山,12,男,1961,親民黨,11834,6.33%,,否
臺北市第05選區,陳惠敏,13,男,1958,中國國民黨,22314,11.93%,*,是
臺北市第05選區,曲兆祥,14,男,1956,親民黨,10700,5.72%,,否
臺北市第05選區,侯冠群,15,男,1965,新黨,18400,9.84%,*,否
臺北市第05選區,陳嘉銘,16,男,1949,民主進步黨,18365,9.82%,*,是
臺北市第05選區,陳光,17,男,1966,無,2896,1.55%,,否
臺北市第06選區,蔣乃辛,1,男,1948,中國國民黨,28485,9.80%,*,是
臺北市第06選區,江蓋世,2,男,1958,民主進步黨,12980,4.47%,,是
臺北市第06選區,李慶鋒,3,男,1967,民主進步黨,12124,4.17%,,否
臺北市第06選區,周柏雅,4,男,1959,民主進步黨,15409,5.30%,*,是
臺北市第06選區,郭憲鈴,5,男,1952,無,206,0.07%,,否
臺北市第06選區,呂庭華,6,男,1960,親民黨,12905,4.44%,,否
臺北市第06選區,陳朝順,7,男,1949,綠黨,1807,0.62%,,否
臺北市第06選區,方景鈞,8,男,1930,無,604,0.21%,,否
臺北市第06選區,張耀元,9,男,1948,無,629,0.22%,,否
臺北市第06選區,徐佳青,10,女,1967,民主進步黨,15416,5.30%,*,否
臺北市第06選區,李新,11,男,1953,親民黨,15131,5.21%,*,是
臺北市第06選區,林奕華,12,女,1968,中國國民黨,26767,9.21%,*,是
臺北市第06選區,張幸松,13,男,1958,無,1802,0.62%,,否
臺北市第06選區,李慶元,14,男,1958,新黨,29570,10.17%,*,否
臺北市第06選區,陳錦祥,15,男,1959,中國國民黨,17631,6.07%,*,是
臺北市第06選區,邱國昌,16,男,1946,台灣團結聯盟,8209,2.82%,,否
臺北市第06選區,歐陽龍,17,男,1960,無,14506,4.99%,*,否
臺北市第06選區,王鍾俊,18,男,1960,無,2467,0.85%,,否
臺北市第06選區,厲耿桂芳,19,女,1946,中國國民黨,16928,5.82%,*,是
臺北市第06選區,于白儂,20,女,1961,無,540,0.19%,,否
