地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
宜蘭縣宜蘭市南門里,林承蔡,1,男,1967,無,145,55.34%,*,否
宜蘭縣宜蘭市南門里,陳淵明,2,男,1957,無,117,44.66%,,否
宜蘭縣宜蘭市負郭里,黃萬枝,1,男,1959,無,318,30.23%,,否
宜蘭縣宜蘭市負郭里,劉正田,2,男,1941,無,734,69.77%,*,是
宜蘭縣宜蘭市民族里,游泳林,1,男,1950,無,478,45.44%,*,否
宜蘭縣宜蘭市民族里,陳耀同,2,男,1943,無,313,29.75%,,否
宜蘭縣宜蘭市民族里,陳光亮,3,男,1943,中國國民黨,261,24.81%,,否
宜蘭縣宜蘭市建軍里,謝明璋,1,男,1964,無,360,36.51%,,否
宜蘭縣宜蘭市建軍里,潘茂申,2,男,1947,無,626,63.49%,*,是
宜蘭縣宜蘭市復興里,謝瓊玉,1,女,1955,中國國民黨,684,58.36%,*,是
宜蘭縣宜蘭市復興里,蕭壽金,2,男,1951,無,488,41.64%,,否
宜蘭縣宜蘭市思源里,曾南國,1,男,1952,無,1457,57.11%,*,否
宜蘭縣宜蘭市思源里,吳秉喆,2,男,1974,無,1094,42.89%,,否
宜蘭縣宜蘭市文化里,林金發,1,男,1931,無,457,38.40%,,是
宜蘭縣宜蘭市文化里,陳志鴻,2,男,1976,無,733,61.60%,*,否
宜蘭縣宜蘭市神農里,賴春旺,1,男,1933,無,212,100.00%,*,是
宜蘭縣宜蘭市民生里,張佑阡,1,女,1940,無,199,62.19%,*,否
宜蘭縣宜蘭市民生里,陳文彬,2,男,1957,無,121,37.81%,,是
宜蘭縣宜蘭市昇平里,黃茂林,1,男,1948,無,320,100.00%,*,是
宜蘭縣宜蘭市大東里,趙秉河,1,男,1955,無,91,24.27%,,否
宜蘭縣宜蘭市大東里,侯佩婷,2,女,1971,無,284,75.73%,*,是
宜蘭縣宜蘭市新興里,王百祿,1,男,1961,無,159,41.51%,,否
宜蘭縣宜蘭市新興里,方美珠,2,女,1950,無,224,58.49%,*,是
宜蘭縣宜蘭市和睦里,郭寶簧,1,女,1969,無,282,35.97%,,否
宜蘭縣宜蘭市和睦里,黃文龍,2,男,1963,無,317,40.43%,*,否
宜蘭縣宜蘭市和睦里,曾瑞章,3,男,1969,無,185,23.60%,,否
宜蘭縣宜蘭市民權里,尤榮淋,1,男,1946,無,514,100.00%,*,是
宜蘭縣宜蘭市進士里,陳正達,1,男,1965,中國國民黨,1438,70.87%,*,是
宜蘭縣宜蘭市進士里,楊琦發,2,男,1957,無,392,19.32%,,否
宜蘭縣宜蘭市進士里,林立智,3,男,1983,無,199,9.81%,,否
宜蘭縣宜蘭市南橋里,林慶雲,1,男,1946,無,331,58.90%,*,否
宜蘭縣宜蘭市南橋里,謝文章,2,男,1947,無,231,41.10%,,否
宜蘭縣宜蘭市建業里,李永,1,男,1946,中國國民黨,527,100.00%,*,是
宜蘭縣宜蘭市南津里,李武雄,1,男,1945,無,282,41.84%,,否
宜蘭縣宜蘭市南津里,林聰明,2,男,1962,無,392,58.16%,*,否
宜蘭縣宜蘭市凱旋里,林松永,1,男,1952,無,538,100.00%,*,是
宜蘭縣宜蘭市黎明里,林正義,1,男,1954,無,720,100.00%,*,是
宜蘭縣宜蘭市東村里,林瑞隆,1,男,1947,無,921,41.19%,,是
宜蘭縣宜蘭市東村里,林吉雄,2,男,1947,中國國民黨,1315,58.81%,*,否
宜蘭縣宜蘭市延平里,潘紹渠,1,男,1939,無,919,45.29%,,是
宜蘭縣宜蘭市延平里,林水蓮,2,男,1958,中國國民黨,1110,54.71%,*,否
宜蘭縣宜蘭市七張里,林忠勝,1,男,1959,無,666,75.60%,*,否
宜蘭縣宜蘭市七張里,林信露,2,男,1949,無,215,24.40%,,是
宜蘭縣宜蘭市慈安里,陳鄧崧,1,男,1965,無,1034,47.58%,,是
宜蘭縣宜蘭市慈安里,周阿通,2,男,1937,無,1139,52.42%,*,否
宜蘭縣宜蘭市新民里,張錫昇,1,男,1948,無,263,100.00%,*,是
宜蘭縣宜蘭市東門里,林春桐,1,男,1935,無,81,28.22%,,否
宜蘭縣宜蘭市東門里,李茂庚,2,男,1947,無,206,71.78%,*,否
宜蘭縣宜蘭市中正里,邱明芳,1,男,1967,無,255,100.00%,*,是
宜蘭縣宜蘭市小東里,徐佳庭,1,男,1951,無,370,47.31%,,是
宜蘭縣宜蘭市小東里,黃建樹,2,男,1943,無,412,52.69%,*,否
宜蘭縣宜蘭市菜園里,簡茂隆,1,男,1953,無,532,100.00%,*,否
宜蘭縣宜蘭市孝廉里,吳健義,1,男,1966,無,425,100.00%,*,是
宜蘭縣宜蘭市新生里,蔡錦濤,1,男,1952,無,633,43.84%,,否
宜蘭縣宜蘭市新生里,黃正雄,2,男,1944,無,811,56.16%,*,是
