地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
臺北縣,王建煊,1,男,1938,新黨,820808,48.16%,,否
臺北縣,邵建興,2,男,1959,無,3972,0.23%,,否
臺北縣,石翊靖,3,男,1950,無,4913,0.29%,,否
臺北縣,蘇貞昌,4,男,1947,民主進步黨,874495,51.31%,*,是
宜蘭縣,朱振東,1,男,1953,無,1885,0.90%,,否
宜蘭縣,劉守成,2,男,1951,民主進步黨,106313,50.88%,*,是
宜蘭縣,林錦坤,3,男,1964,無,2178,1.04%,,否
宜蘭縣,呂國華,4,男,1956,中國國民黨,98574,47.18%,,否
桃園縣,彭紹瑾,1,男,1957,民主進步黨,353568,44.20%,,否
桃園縣,朱立倫,2,男,1961,中國國民黨,441827,55.24%,*,否
桃園縣,莊志忠,3,男,1934,無,4509,0.56%,,否
新竹縣,林光華,1,男,1945,民主進步黨,97420,46.39%,,是
新竹縣,鄭永金,2,男,1949,中國國民黨,112595,53.61%,*,否
苗栗縣,魏早炳,1,男,1941,民主進步黨,61742,23.55%,,否
苗栗縣,傅學鵬,2,男,1951,無,135786,51.80%,*,是
苗栗縣,李佳穆,3,男,1950,無,2016,0.77%,,否
苗栗縣,徐享崑,4,男,1953,中國國民黨,62613,23.88%,,否
臺中縣,林敏霖,1,男,1949,無,62369,9.49%,,否
臺中縣,黃仲生,2,男,1942,中國國民黨,325117,49.48%,*,否
臺中縣,廖永來,3,男,1956,民主進步黨,269548,41.02%,,是
彰化縣,鄭秀珠,1,女,1970,親民黨,39056,6.37%,,否
彰化縣,葉金鳳,2,女,1943,中國國民黨,257504,41.99%,,否
彰化縣,翁金珠,3,女,1947,民主進步黨,301584,49.17%,*,否
彰化縣,洪參民,4,男,1946,無,8219,1.34%,,否
彰化縣,陳婉貞,5,女,1950,無,6934,1.13%,,否
南投縣,姜君佩,1,男,1955,無,915,0.36%,,否
南投縣,張明雄,2,男,1944,中國國民黨,7475,2.91%,,否
南投縣,陳胘富,3,男,1960,無,2500,0.97%,,否
南投縣,林宗男,4,男,1942,民主進步黨,94631,36.79%,*,否
南投縣,林明溱,5,男,1951,中國國民黨,48268,18.76%,,否
南投縣,陳振盛,6,男,1950,親民黨,63042,24.51%,,否
南投縣,彭百顯,7,男,1949,無,40412,15.71%,,是
雲林縣,張榮味,1,男,1957,中國國民黨,205500,61.53%,*,是
雲林縣,林樹山,2,男,1958,民主進步黨,128475,38.47%,,否
嘉義縣,陳勝三,1,男,1940,無,9454,3.58%,,否
嘉義縣,陳明文,2,男,1954,民主進步黨,124757,47.22%,*,否
嘉義縣,李明憲,3,男,1959,無,11507,4.36%,,否
嘉義縣,蔡炳欽,4,男,1953,無,1551,0.59%,,否
嘉義縣,翁重鈞,5,男,1955,中國國民黨,116908,44.25%,,否
臺南縣,吳清基,1,男,1951,中國國民黨,236670,44.47%,,否
臺南縣,蘇煥智,2,男,1956,民主進步黨,274086,51.50%,*,否
臺南縣,魏耀乾,3,男,1950,無,21479,4.04%,,否
高雄縣,黃八野,1,男,1943,無,91323,15.75%,,否
高雄縣,楊秋興,2,男,1956,民主進步黨,317763,54.80%,*,否
高雄縣,吳光訓,3,男,1950,中國國民黨,170787,29.45%,,否
屏東縣,李景雯,1,男,1928,無,17525,4.05%,,否
屏東縣,王進士,2,男,1948,中國國民黨,175584,40.61%,,否
屏東縣,蘇嘉全,3,男,1956,民主進步黨,239284,55.34%,*,是
臺東縣,彭權國,1,男,1963,無,1467,1.47%,,否
