地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
臺北市第一選區,蔡文安,1,男,1956,民主進步黨,26600,5.83%,,否
臺北市第一選區,藍世聰,2,男,1956,民主進步黨,41780,9.15%,*,否
臺北市第一選區,蔡重吉,3,男,1944,中國國民黨,35086,7.68%,*,否
臺北市第一選區,徐桂峰,4,男,1950,無,3561,0.78%,,否
臺北市第一選區,曾憲棨,5,男,1943,中國國民黨,39783,8.71%,*,否
臺北市第一選區,陳碧峰,6,男,1944,民主進步黨,39758,8.71%,*,否
臺北市第一選區,黃建源,7,男,1956,先進黨,1032,0.23%,,否
臺北市第一選區,王銘源,8,男,1966,民主進步黨,34694,7.60%,*,否
臺北市第一選區,廖正國,9,男,1946,綠色本土清新黨,4753,1.04%,,是
臺北市第一選區,柯賜海,10,男,1956,無,751,0.16%,,否
臺北市第一選區,鄭麗文,11,女,1969,民主進步黨,58234,12.75%,*,否
臺北市第一選區,姜常俊,12,男,1960,新黨,27112,5.94%,,否
臺北市第一選區,陳萬生,13,男,1941,中國國民黨,30378,6.65%,,否
臺北市第一選區,陳樹霖,14,男,1952,無,778,0.17%,,否
臺北市第一選區,潘懷宗,15,男,1961,新黨,34226,7.50%,*,否
臺北市第一選區,陳建銘,16,男,1961,中國國民黨,47530,10.41%,*,否
臺北市第一選區,汪志冰,17,女,1957,新黨,30547,6.69%,*,是
臺北市第二選區,陳燦鴻,1,男,1956,中國國民黨,25462,6.38%,*,否
臺北市第二選區,李宗正,2,男,1934,中國國民黨,27352,6.85%,*,否
臺北市第二選區,官君達,3,男,1950,民主進步黨,13042,3.27%,,否
臺北市第二選區,田欣,4,男,1962,民主進步黨,22055,5.53%,,否
臺北市第二選區,楊厚任,5,男,1955,無,8685,2.18%,,否
臺北市第二選區,蔡正元,6,男,1953,中國國民黨,44944,11.26%,*,否
臺北市第二選區,黃美英,7,女,1953,綠色本土清新黨,8292,2.08%,,否
臺北市第二選區,王高成,8,男,1961,新黨,45960,11.52%,*,否
臺北市第二選區,黃嘉光,9,男,1960,民主進步黨,24346,6.10%,,否
臺北市第二選區,劉正文,10,男,1937,無,3132,0.78%,,是
臺北市第二選區,林重謨,11,男,1947,民主進步黨,62518,15.67%,*,否
臺北市第二選區,蔡志弘,12,男,1953,中國國民黨,27587,6.91%,*,否
臺北市第二選區,汪立峽,13,男,1944,勞動黨,796,0.20%,,否
臺北市第二選區,林美瑢,14,女,1951,民主進步黨,8949,2.24%,,否
臺北市第二選區,羅怡德,15,男,1959,新黨,32477,8.14%,*,否
臺北市第二選區,林忠山,16,男,1956,新黨,43481,10.90%,*,否
臺北市第三選區,王娟萍,1,女,1960,勞動黨,3544,0.75%,,否
臺北市第三選區,吳茂雄,2,男,1938,中國國民黨,44727,9.42%,*,否
臺北市第三選區,康耀忠,3,男,1960,民主進步黨,39350,8.28%,*,否
臺北市第三選區,陶士興,4,男,1944,無,1323,0.28%,,否
臺北市第三選區,莊勝榮,5,男,1961,民主進步黨,31813,6.70%,*,是
臺北市第三選區,李慶元,6,男,1958,新黨,49995,10.52%,*,否
臺北市第三選區,張玲,7,女,1953,中國國民黨,56901,11.98%,*,是
臺北市第三選區,周威佑,8,男,1962,民主進步黨,29993,6.31%,*,否
臺北市第三選區,賴士葆,9,男,1951,新黨,38396,8.08%,*,否
臺北市第三選區,何穎怡,10,女,1956,綠色本土清新黨,10125,2.13%,,是
臺北市第三選區,鄭哲民,11,男,1950,無,4334,0.91%,,否
臺北市第三選區,紀欣,12,女,1951,新黨,39395,8.29%,*,否
臺北市第三選區,邱國昌,13,男,1946,民主進步黨,34714,7.31%,*,否
臺北市第三選區,李桐豪,14,男,1955,無,3538,0.74%,,否
臺北市第三選區,張大文,15,男,1958,中國國民黨,22761,4.79%,,否
臺北市第三選區,曲兆祥,16,男,1956,新黨,34198,7.20%,*,否
臺北市第三選區,戴維揚,17,男,1942,中國國民黨,29951,6.30%,,是
高雄市第一選區,蔡財源,1,男,1940,民主進步黨,19340,4.99%,,否
高雄市第一選區,謝仲瑜,2,男,1967,新黨,28529,7.37%,*,是
高雄市第一選區,李昆澤,3,男,1964,民主進步黨,41501,10.72%,*,否
高雄市第一選區,劉憲同,4,男,1952,中國國民黨,49700,12.84%,*,否
高雄市第一選區,黃李玉惠,5,女,1950,民主進步黨,13245,3.42%,,否
高雄市第一選區,叢樹貴,6,女,1959,中國國民黨,22592,5.83%,*,否
高雄市第一選區,張榮顯,7,男,1943,中國國民黨,44942,11.61%,*,否
高雄市第一選區,林仙龍,8,男,1949,中國國民黨,18997,4.91%,,否
高雄市第一選區,荊溪昱,9,男,1952,新黨,32170,8.31%,*,否
高雄市第一選區,蘇明賢,10,男,1962,無,2400,0.62%,,否
高雄市第一選區,顏明聖,11,男,1936,民主進步黨,25147,6.49%,*,否
高雄市第一選區,鄭德耀,12,男,1951,無,8382,2.16%,,否
高雄市第一選區,張益郎,13,男,1944,無,12854,3.32%,,否
高雄市第一選區,周信男,14,男,1940,中國國民黨,22149,5.72%,,否
高雄市第一選區,戴榮聖,15,男,1964,民主進步黨,45254,11.69%,*,否
高雄市第二選區,于樹潔,1,女,1946,新黨,38522,12.04%,*,否
高雄市第二選區,劉貞祥,2,男,1945,民主進步黨,49208,15.38%,*,否
高雄市第二選區,黃哲三,3,男,1943,中國國民黨,48716,15.23%,*,否
高雄市第二選區,林杰正,4,男,1954,無,4809,1.50%,,否
高雄市第二選區,朱逢基,5,男,1944,無,17678,5.53%,,否
高雄市第二選區,林景元,6,男,1925,無,5779,1.81%,,否
高雄市第二選區,蔡信德,7,男,1946,民主進步黨,26342,8.24%,*,否
高雄市第二選區,吳靜瑜,8,女,1947,中國國民黨,33114,10.35%,*,否
高雄市第二選區,王思民,9,男,1954,無,2174,0.68%,,否
高雄市第二選區,郭建智,10,男,1960,民主進步黨,17752,5.55%,,否
高雄市第二選區,黃慶林,11,男,1951,民主進步黨,17269,5.40%,,否
高雄市第二選區,蘇淑娟,12,女,1961,無,2529,0.79%,,否
高雄市第二選區,陳村雄,13,男,1940,中國國民黨,34900,10.91%,*,否
高雄市第二選區,劉孟昌,14,男,1948,中國國民黨,21071,6.59%,*,否
臺北縣第一選區,黃明聰,1,男,1950,中國國民黨,23507,11.12%,*,否
臺北縣第一選區,邱庚祥,2,男,1949,民主進步黨,18373,8.69%,,否
臺北縣第一選區,高寶華,3,男,1961,新黨,26753,12.66%,*,否
臺北縣第一選區,彭成熒,4,男,1961,中國國民黨,22875,10.82%,,否
臺北縣第一選區,于正宗,5,男,1952,無,9911,4.69%,,否
臺北縣第一選區,陳婉真,6,女,1950,民主進步黨,39984,18.91%,*,否
臺北縣第一選區,盧國雄,7,男,1939,無,26646,12.60%,*,否
臺北縣第一選區,簡德源,8,男,1934,中國國民黨,31541,14.92%,*,否
臺北縣第一選區,陳萬田,9,男,1954,民主進步黨,11804,5.58%,,否
臺北縣第二選區,謝明輝,1,男,1959,新黨,33454,13.49%,*,否
臺北縣第二選區,李文忠,2,男,1958,民主進步黨,44499,17.95%,*,否
臺北縣第二選區,蔡憲浩,3,男,1960,民主進步黨,24243,9.78%,,否
臺北縣第二選區,林鴻池,4,男,1955,中國國民黨,53516,21.59%,*,否
臺北縣第二選區,林艷玲,5,女,1964,綠色本土清新黨,9735,3.93%,,否
臺北縣第二選區,江惠貞,6,女,1963,中國國民黨,31093,12.54%,*,否
臺北縣第二選區,蕭富庭,7,男,1959,無,2759,1.11%,,否
臺北縣第二選區,廖榮清,8,男,1957,中國國民黨,27099,10.93%,*,否
臺北縣第二選區,鄭文泉,9,男,1958,民主進步黨,21510,8.68%,,否
臺北縣第三選區,江文如,1,女,1968,無,26454,10.35%,*,否
臺北縣第三選區,張忠源,2,男,1949,無,2888,1.13%,,否
臺北縣第三選區,張淑玫,3,女,1968,綠色本土清新黨,13694,5.36%,,否
臺北縣第三選區,區灝,4,男,1965,新黨,23437,9.17%,,否
臺北縣第三選區,張倉顯,5,男,1943,民主進步黨,38702,15.14%,*,否
臺北縣第三選區,張禎祥,6,男,1952,民主進步黨,44585,17.45%,*,否
臺北縣第三選區,王銓榮,7,男,1949,中國國民黨,25463,9.96%,,否
臺北縣第三選區,朱俊曉,8,男,1963,中國國民黨,45465,17.79%,*,否
臺北縣第三選區,李先仁,9,男,1963,中國國民黨,34881,13.65%,*,否
