地區,姓名,號次,得票數,得票率
臺北市第07選區松山區,馬耀．谷木,1,37,18.50%
臺北市第07選區松山區,李芳儒,2,163,81.49%
臺北市第07選區信義區,馬耀．谷木,1,49,21.58%
臺北市第07選區信義區,李芳儒,2,178,78.41%
臺北市第07選區大安區,馬耀．谷木,1,46,20.44%
臺北市第07選區大安區,李芳儒,2,179,79.55%
臺北市第07選區中山區,馬耀．谷木,1,62,22.30%
臺北市第07選區中山區,李芳儒,2,216,77.69%
臺北市第07選區中正區,馬耀．谷木,1,27,16.66%
臺北市第07選區中正區,李芳儒,2,135,83.33%
臺北市第07選區大同區,馬耀．谷木,1,40,29.41%
臺北市第07選區大同區,李芳儒,2,96,70.58%
臺北市第07選區萬華區,馬耀．谷木,1,47,19.18%
臺北市第07選區萬華區,李芳儒,2,198,80.81%
臺北市第07選區文山區,馬耀．谷木,1,109,25.70%
臺北市第07選區文山區,李芳儒,2,315,74.29%
臺北市第07選區南港區,馬耀．谷木,1,75,17.60%
臺北市第07選區南港區,李芳儒,2,351,82.39%
臺北市第07選區內湖區,馬耀．谷木,1,122,17.83%
臺北市第07選區內湖區,李芳儒,2,562,82.16%
臺北市第07選區士林區,馬耀．谷木,1,64,20.38%
臺北市第07選區士林區,李芳儒,2,250,79.61%
臺北市第07選區北投區,馬耀．谷木,1,76,20.54%
臺北市第07選區北投區,李芳儒,2,294,79.45%
高雄市第12選區鹽埕區,俄鄧‧殷艾Eteng‧Ingay,1,10,83.33%
高雄市第12選區鹽埕區,王義雄,2,2,16.66%
高雄市第12選區鼓山區,俄鄧‧殷艾Eteng‧Ingay,1,56,57.73%
高雄市第12選區鼓山區,王義雄,2,41,42.26%
高雄市第12選區左營區,俄鄧‧殷艾Eteng‧Ingay,1,151,56.55%
高雄市第12選區左營區,王義雄,2,116,43.44%
高雄市第12選區楠梓區,俄鄧‧殷艾Eteng‧Ingay,1,209,62.38%
高雄市第12選區楠梓區,王義雄,2,126,37.61%
高雄市第12選區三民區,俄鄧‧殷艾Eteng‧Ingay,1,143,68.75%
高雄市第12選區三民區,王義雄,2,65,31.25%
高雄市第12選區新興區,俄鄧‧殷艾Eteng‧Ingay,1,14,58.33%
高雄市第12選區新興區,王義雄,2,10,41.66%
高雄市第12選區前金區,俄鄧‧殷艾Eteng‧Ingay,1,12,75.00%
高雄市第12選區前金區,王義雄,2,4,25.00%
高雄市第12選區苓雅區,俄鄧‧殷艾Eteng‧Ingay,1,73,57.93%
高雄市第12選區苓雅區,王義雄,2,53,42.06%
高雄市第12選區前鎮區,俄鄧‧殷艾Eteng‧Ingay,1,370,61.76%
高雄市第12選區前鎮區,王義雄,2,229,38.23%
