地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
臺北市第1選區,卓榮泰,1,男,1959,民主進步黨,57362,7.59%,*,否
臺北市第1選區,林重謨,2,男,1947,民主進步黨,39767,5.26%,*,否
臺北市第1選區,姜厚任,3,男,1955,全國民主非政黨聯盟,8694,1.15%,,否
臺北市第1選區,許主峰,4,男,1959,建國黨,5102,0.67%,,否
臺北市第1選區,林忠山,5,男,1956,新黨,22368,2.96%,,否
臺北市第1選區,陳建銘,6,男,1967,無,1111,0.15%,,否
臺北市第1選區,謝欽宗,7,男,1952,中國國民黨,39418,5.21%,,是
臺北市第1選區,丁守中,8,男,1954,中國國民黨,75773,10.02%,*,是
臺北市第1選區,高惠宇,9,女,1947,新黨,37670,4.98%,,是
臺北市第1選區,郝龍斌,10,男,1952,新黨,79422,10.50%,*,是
臺北市第1選區,秦慧珠,11,女,1955,中國國民黨,81556,10.79%,*,否
臺北市第1選區,林瑞圖,12,男,1956,無,52842,6.99%,*,否
臺北市第1選區,楊悟空,13,男,1954,無,4565,0.60%,,否
臺北市第1選區,施明德,14,男,1941,民主進步黨,53199,7.04%,*,是
臺北市第1選區,王雪峯,15,女,1964,民主進步黨,80978,10.71%,*,是
臺北市第1選區,林濁水,16,男,1947,民主進步黨,54260,7.18%,*,是
臺北市第1選區,蔡明華,17,女,1947,新國家連線,20289,2.68%,,否
臺北市第1選區,穆閩珠,18,女,1949,中國國民黨,41766,5.52%,*,否
臺北市第2選區,方景鈞,1,男,1930,無,1864,0.26%,,否
臺北市第2選區,馮定亞,2,女,1946,無,2613,0.36%,,否
臺北市第2選區,洪奇昌,3,男,1951,民主進步黨,57430,7.95%,*,是
臺北市第2選區,朱高正,4,男,1954,無,15738,2.18%,,是
臺北市第2選區,白瑄,5,男,1954,無,6979,0.97%,,否
臺北市第2選區,張耀元,6,男,1948,無,2175,0.30%,,否
臺北市第2選區,沈富雄,7,男,1939,民主進步黨,86900,12.03%,*,是
臺北市第2選區,鄭良,8,女,1940,無,963,0.13%,,否
臺北市第2選區,陳鴻基,9,男,1949,中國國民黨,43759,6.06%,*,是
臺北市第2選區,朱惠良,10,女,1950,新黨,45714,6.33%,*,是
臺北市第2選區,劉義鈞,11,男,1958,無,4474,0.62%,,否
臺北市第2選區,馮滬祥,12,男,1948,新黨,40069,5.55%,*,否
臺北市第2選區,陳漢強,13,男,1937,民主聯盟,3880,0.54%,,是
臺北市第2選區,黃天福,14,男,1938,民主進步黨,28179,3.90%,,是
臺北市第2選區,李慶安,15,女,1959,中國國民黨,86878,12.03%,*,否
臺北市第2選區,蕭裕珍,16,女,1956,新國家連線,11894,1.65%,,是
臺北市第2選區,林正杰,17,男,1952,無,5958,0.82%,,否
臺北市第2選區,陳學聖,18,男,1957,中國國民黨,64490,8.93%,*,否
臺北市第2選區,潘維剛,19,女,1957,中國國民黨,82816,11.47%,*,是
臺北市第2選區,郭來富,20,女,1951,建國黨,1978,0.27%,,否
臺北市第2選區,方則揚,21,男,1957,無,248,0.03%,,否
臺北市第2選區,譚清連,22,男,1961,無,1391,0.19%,,否
臺北市第2選區,邱衍明,23,男,1947,無,281,0.04%,,否
臺北市第2選區,佡家隆,24,男,1947,無,242,0.03%,,否
臺北市第2選區,葉菊蘭,25,女,1949,民主進步黨,78630,10.89%,*,是
臺北市第2選區,黃建源,26,男,1956,國家民主黨,342,0.05%,,否
臺北市第2選區,賴士葆,27,男,1951,新黨,30503,4.22%,*,否
臺北市第2選區,魏鏞,28,男,1937,無,4712,0.65%,,否
臺北市第2選區,高成炎,29,男,1948,綠色本土清新黨,8089,1.12%,,否
臺北市第2選區,陳適庸,30,男,1948,無,3035,0.42%,,否
