地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
臺北縣第十一選區,張天明,1,男,1958,無,954,10.84%,,否
臺北縣第十一選區,田春枝,2,女,1950,民主進步黨,1792,20.37%,,是
臺北縣第十一選區,林忠仁,3,男,1961,無,2424,27.55%,*,否
臺北縣第十一選區,宋進財,4,男,1950,中國國民黨,3629,41.24%,*,是
桃園縣第十三選區,洪國治,1,男,1962,中國國民黨,3502,55.40%,*,是
桃園縣第十三選區,吳春芳,2,女,1957,中國國民黨,2819,44.60%,*,是
新竹縣第十選區,林光榮,1,男,1955,無,556,100.00%,*,否
苗栗縣第七選區,潘秋榮,1,男,1956,無,453,30.06%,,否
苗栗縣第七選區,楊文昌,2,男,1960,無,1054,69.94%,*,是
臺中縣第九選區,潘居雄,1,男,1958,中國國民黨,689,37.30%,,否
臺中縣第九選區,洪金福,2,男,1951,親民黨,1158,62.70%,*,是
彰化縣第九選區,李金水,1,男,1961,親民黨,48,5.37%,,否
彰化縣第九選區,張新男,2,男,1961,中國國民黨,416,46.53%,*,是
彰化縣第九選區,孫子茜,3,女,1963,無黨團結聯盟,198,22.15%,,否
彰化縣第九選區,高福炎,4,男,1942,無,27,3.02%,,否
彰化縣第九選區,卡照．撒都,5,男,1964,民主進步黨,205,22.93%,,否
高雄縣第七選區,石天賜,1,男,1957,無,150,1.45%,,否
高雄縣第七選區,洪天盛,2,男,1958,無,287,2.78%,,否
高雄縣第七選區,陳明清,3,男,1964,無,103,1.00%,,否
高雄縣第七選區,詹金福,4,男,1949,親民黨,322,3.12%,*,是
高雄縣第七選區,高文化,5,男,1950,無,115,1.11%,,否
屏東縣第八選區,潘裕隆,1,男,1971,中國國民黨,1430,100.00%,*,是
臺東縣第六選區,陳‧藍姆洛,1,男,1949,台灣團結聯盟,1453,22.71%,,否
臺東縣第六選區,洪玫璉,2,女,1947,中國國民黨,1473,23.02%,*,是
臺東縣第六選區,王清堅,3,男,1952,無,1473,23.02%,*,是
臺東縣第六選區,陳來福,4,男,1947,中國國民黨,1069,16.71%,,否
臺東縣第六選區,田賢生,5,男,1940,中國國民黨,931,14.55%,,否
臺東縣第七選區,余明德,1,男,1960,中國國民黨,895,14.31%,,否
臺東縣第七選區,林光義,2,男,1961,中國國民黨,276,4.41%,,否
臺東縣第七選區,許秋清,3,男,1952,中國國民黨,561,8.97%,,否
臺東縣第七選區,林秀芳,4,女,1961,中國國民黨,1339,21.40%,,否
臺東縣第七選區,蔡義勇,5,男,1956,無,1663,26.58%,*,是
臺東縣第七選區,江堅壽,6,男,1959,中國國民黨,1522,24.33%,*,是
臺東縣第八選區,林錦章,1,男,1955,中國國民黨,1650,60.80%,*,否
臺東縣第八選區,林光雄,2,男,1955,中國國民黨,1064,39.20%,,是
臺東縣第九選區,陳幸民,1,男,1956,中國國民黨,1276,17.42%,*,否
臺東縣第九選區,曾金福,2,男,1946,中國國民黨,1019,13.91%,,是
臺東縣第九選區,劉純歌,3,女,1956,中國國民黨,1084,14.80%,,否
臺東縣第九選區,嚴亞美,4,女,1956,中國國民黨,1884,25.72%,*,是
臺東縣第九選區,林富雄,5,男,1950,無,1401,19.13%,*,是
臺東縣第九選區,余文博,6,男,1960,中國國民黨,660,9.01%,,否
花蓮縣第五選區,曾玉霞,1,女,1947,親民黨,1530,19.04%,*,是
花蓮縣第五選區,林銘興,2,男,1954,中國國民黨,1188,14.78%,,否
花蓮縣第五選區,余夏夫,3,男,1944,無,1364,16.97%,*,否
花蓮縣第五選區,田美華,4,女,1961,中國國民黨,1145,14.25%,,否
花蓮縣第五選區,夏游騰傑,5,男,1956,無,54,0.67%,,否
花蓮縣第五選區,笛布斯．顗賚,6,女,1972,無,1262,15.70%,,否
花蓮縣第五選區,周利根,7,男,1953,中國國民黨,1493,18.58%,*,是
花蓮縣第六選區,馬其三,1,男,1959,中國國民黨,1364,15.83%,,否
花蓮縣第六選區,簡德輝,2,男,1961,無,583,6.77%,,否
花蓮縣第六選區,林勝智,3,男,1944,中國國民黨,1408,16.34%,,是
花蓮縣第六選區,孫永昌,4,男,1945,中國國民黨,1693,19.65%,*,是
花蓮縣第六選區,黃新福,5,男,1951,無,630,7.31%,,否
花蓮縣第六選區,楊德金,6,男,1946,親民黨,1490,17.29%,*,是
花蓮縣第六選區,江強民,7,男,1949,無,1448,16.81%,,否
花蓮縣第七選區,葉志生,1,男,1953,中國國民黨,1108,20.55%,,是
花蓮縣第七選區,陳英妹,2,女,1950,中國國民黨,1654,30.68%,*,否
花蓮縣第七選區,陳忠孝,3,男,1967,無,1307,24.24%,,否
花蓮縣第七選區,林進富,4,男,1960,中國國民黨,1322,24.52%,*,是
基隆市第八選區,馬賢生,1,男,1955,中國國民黨,1335,48.56%,*,否
基隆市第八選區,賴永清,2,男,1959,民主進步黨,172,6.26%,,否
基隆市第八選區,陳明建,3,男,1962,親民黨,1242,45.18%,,是
臺中市第七選區,黃仁,1,男,1962,親民黨,304,35.72%,,否
臺中市第七選區,羅春蘭,2,女,1962,中國國民黨,408,47.94%,*,否
臺中市第七選區,陳天斯,3,男,1954,無,139,16.33%,,否
