地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
臺北縣板橋市,張宏陸,1,男,1972,民主進步黨,128684,48.02%,,是
臺北縣板橋市,江惠貞,2,女,1963,中國國民黨,139305,51.98%,*,否
臺北縣中和市,邱垂益,1,男,1950,中國國民黨,88031,43.15%,*,否
臺北縣中和市,許進勝,2,男,1953,中國國民黨,65610,32.16%,,否
臺北縣中和市,呂來,3,男,1958,民主進步黨,50359,24.69%,,否
臺北縣永和市,許昭興,1,女,1971,民主進步黨,27626,24.34%,,否
臺北縣永和市,黃錫麟,2,男,1962,親民黨,10283,9.06%,,否
臺北縣永和市,洪一平,3,男,1945,中國國民黨,75603,66.60%,*,是
臺北縣土城市,楊木萬,1,男,1955,台灣團結聯盟,34895,32.59%,,否
臺北縣土城市,盧嘉辰,2,男,1953,中國國民黨,72177,67.41%,*,是
臺北縣樹林市,陳世榮,1,男,1957,民主進步黨,41299,56.00%,*,否
臺北縣樹林市,何玉枝,2,女,1960,中國國民黨,32443,44.00%,,是
臺北縣鶯歌鎮,蘇有仁,1,男,1949,無,17111,44.80%,*,是
臺北縣鶯歌鎮,林玉卿,2,女,1956,中國國民黨,13479,35.29%,,否
臺北縣鶯歌鎮,黃明聰,3,男,1950,無,1043,2.73%,,否
臺北縣鶯歌鎮,葉文祥,4,男,1957,無,6558,17.17%,,否
臺北縣三峽鎮,王明麗,1,女,1952,中國國民黨,17728,44.01%,,否
臺北縣三峽鎮,陳佳烜,2,男,1954,民主進步黨,18727,46.49%,*,是
臺北縣三峽鎮,邱郎,3,男,1943,親民黨,3831,9.51%,,否
臺北縣三重市,李乾龍,1,男,1949,中國國民黨,98613,52.16%,*,是
臺北縣三重市,李余典,2,男,1958,民主進步黨,90440,47.84%,,否
臺北縣蘆洲市,周慶陽,1,男,1952,無,19118,23.15%,,否
臺北縣蘆洲市,李翁月娥,2,女,1958,無,43731,52.96%,*,是
臺北縣蘆洲市,陳國慶,3,男,1959,民主進步黨,19722,23.88%,,否
臺北縣新莊市,鍾宏仁,1,男,1957,民主進步黨,79729,45.68%,,否
臺北縣新莊市,許炳崑,2,男,1956,中國國民黨,94801,54.32%,*,否
臺北縣泰山鄉,宋明宗,1,男,1967,中國國民黨,16771,51.08%,*,否
臺北縣泰山鄉,許火炎,2,男,1955,無,7169,21.84%,,否
臺北縣泰山鄉,賴秋媚,3,女,1963,民主進步黨,8891,27.08%,,否
臺北縣五股鄉,陳儀章,1,男,1956,民主進步黨,11486,32.59%,,否
臺北縣五股鄉,周金龍,2,男,1964,無,7475,21.21%,,否
臺北縣五股鄉,張當木,3,男,1960,中國國民黨,16282,46.20%,*,否
臺北縣林口鄉,蔡宗一,1,男,1945,無,14627,59.09%,*,否
臺北縣林口鄉,陳建財,2,男,1956,無,10127,40.91%,,是
臺北縣淡水鎮,鄭楊淑玲,1,女,1955,台灣團結聯盟,6831,11.69%,,否
臺北縣淡水鎮,林建仲,2,男,1973,無,7454,12.76%,,否
