地區,姓名,號次,得票數,得票率
臺北市北投區建民里第0001投開票所,蔡英文,1,682,57.07%
臺北市北投區建民里第0001投開票所,馬英九,2,489,40.92%
臺北市北投區建民里第0001投開票所,宋楚瑜,3,24,2.00%
臺北市北投區建民里第0002投開票所,蔡英文,1,676,48.63%
臺北市北投區建民里第0002投開票所,馬英九,2,692,49.78%
臺北市北投區建民里第0002投開票所,宋楚瑜,3,22,1.58%
臺北市北投區文林里第0003投開票所,蔡英文,1,725,50.52%
臺北市北投區文林里第0003投開票所,馬英九,2,673,46.89%
臺北市北投區文林里第0003投開票所,宋楚瑜,3,37,2.57%
臺北市北投區文林里第0004投開票所,蔡英文,1,694,48.36%
臺北市北投區文林里第0004投開票所,馬英九,2,709,49.40%
臺北市北投區文林里第0004投開票所,宋楚瑜,3,32,2.22%
臺北市北投區石牌里第0005投開票所,蔡英文,1,566,47.04%
臺北市北投區石牌里第0005投開票所,馬英九,2,606,50.37%
臺北市北投區石牌里第0005投開票所,宋楚瑜,3,31,2.57%
臺北市北投區石牌里第0006投開票所,蔡英文,1,546,47.93%
臺北市北投區石牌里第0006投開票所,馬英九,2,576,50.57%
臺北市北投區石牌里第0006投開票所,宋楚瑜,3,17,1.49%
臺北市北投區石牌里第0007投開票所,蔡英文,1,551,46.97%
臺北市北投區石牌里第0007投開票所,馬英九,2,588,50.12%
臺北市北投區石牌里第0007投開票所,宋楚瑜,3,34,2.89%
臺北市北投區福興里第0008投開票所,蔡英文,1,525,46.09%
臺北市北投區福興里第0008投開票所,馬英九,2,592,51.97%
臺北市北投區福興里第0008投開票所,宋楚瑜,3,22,1.93%
臺北市北投區福興里第0009投開票所,蔡英文,1,531,48.22%
臺北市北投區福興里第0009投開票所,馬英九,2,542,49.22%
臺北市北投區福興里第0009投開票所,宋楚瑜,3,28,2.54%
臺北市北投區福興里第0010投開票所,蔡英文,1,477,44.53%
臺北市北投區福興里第0010投開票所,馬英九,2,567,52.94%
臺北市北投區福興里第0010投開票所,宋楚瑜,3,27,2.52%
臺北市北投區福興里第0011投開票所,蔡英文,1,484,39.47%
臺北市北投區福興里第0011投開票所,馬英九,2,711,57.99%
臺北市北投區福興里第0011投開票所,宋楚瑜,3,31,2.52%
臺北市北投區榮光里第0012投開票所,蔡英文,1,507,47.60%
臺北市北投區榮光里第0012投開票所,馬英九,2,530,49.76%
臺北市北投區榮光里第0012投開票所,宋楚瑜,3,28,2.62%
臺北市北投區榮光里第0013投開票所,蔡英文,1,502,44.74%
臺北市北投區榮光里第0013投開票所,馬英九,2,597,53.20%
臺北市北投區榮光里第0013投開票所,宋楚瑜,3,23,2.04%
臺北市北投區榮光里第0014投開票所,蔡英文,1,521,42.98%
臺北市北投區榮光里第0014投開票所,馬英九,2,672,55.44%
