地區,姓名,號次,得票數,得票率
臺北市第08選區北投區,高金建華,1,19,8.71%
臺北市第08選區北投區,高正尚,2,73,33.48%
臺北市第08選區北投區,黃鶴敏,3,4,1.83%
臺北市第08選區北投區,高李茂俊,4,5,2.29%
臺北市第08選區北投區,李傅中武,5,117,53.66%
臺北市第08選區士林區,高金建華,1,20,9.43%
臺北市第08選區士林區,高正尚,2,37,17.45%
臺北市第08選區士林區,黃鶴敏,3,6,2.83%
臺北市第08選區士林區,高李茂俊,4,16,7.54%
臺北市第08選區士林區,李傅中武,5,133,62.73%
臺北市第08選區內湖區,高金建華,1,31,10.58%
臺北市第08選區內湖區,高正尚,2,73,24.91%
臺北市第08選區內湖區,黃鶴敏,3,10,3.41%
臺北市第08選區內湖區,高李茂俊,4,20,6.82%
臺北市第08選區內湖區,李傅中武,5,159,54.26%
臺北市第08選區南港區,高金建華,1,4,2.94%
臺北市第08選區南港區,高正尚,2,39,28.67%
臺北市第08選區南港區,黃鶴敏,3,10,7.35%
臺北市第08選區南港區,高李茂俊,4,7,5.14%
臺北市第08選區南港區,李傅中武,5,76,55.88%
臺北市第08選區松山區,高金建華,1,5,4.06%
臺北市第08選區松山區,高正尚,2,27,21.95%
臺北市第08選區松山區,黃鶴敏,3,6,4.87%
臺北市第08選區松山區,高李茂俊,4,6,4.87%
臺北市第08選區松山區,李傅中武,5,79,64.22%
臺北市第08選區信義區,高金建華,1,9,6.04%
臺北市第08選區信義區,高正尚,2,29,19.46%
臺北市第08選區信義區,黃鶴敏,3,5,3.35%
臺北市第08選區信義區,高李茂俊,4,7,4.69%
臺北市第08選區信義區,李傅中武,5,99,66.44%
臺北市第08選區中山區,高金建華,1,35,15.35%
臺北市第08選區中山區,高正尚,2,56,24.56%
臺北市第08選區中山區,黃鶴敏,3,8,3.50%
臺北市第08選區中山區,高李茂俊,4,26,11.40%
臺北市第08選區中山區,李傅中武,5,103,45.17%
臺北市第08選區大同區,高金建華,1,8,10.52%
臺北市第08選區大同區,高正尚,2,14,18.42%
臺北市第08選區大同區,黃鶴敏,3,3,3.94%
臺北市第08選區大同區,高李茂俊,4,6,7.89%
臺北市第08選區大同區,李傅中武,5,45,59.21%
臺北市第08選區中正區,高金建華,1,8,8.79%
臺北市第08選區中正區,高正尚,2,16,17.58%
臺北市第08選區中正區,黃鶴敏,3,11,12.08%
臺北市第08選區中正區,高李茂俊,4,7,7.69%
臺北市第08選區中正區,李傅中武,5,49,53.84%
臺北市第08選區萬華區,高金建華,1,10,5.31%
臺北市第08選區萬華區,高正尚,2,26,13.82%
臺北市第08選區萬華區,黃鶴敏,3,31,16.48%
臺北市第08選區萬華區,高李茂俊,4,5,2.65%
臺北市第08選區萬華區,李傅中武,5,116,61.70%
臺北市第08選區大安區,高金建華,1,12,5.88%
臺北市第08選區大安區,高正尚,2,40,19.60%
臺北市第08選區大安區,黃鶴敏,3,17,8.33%
臺北市第08選區大安區,高李茂俊,4,6,2.94%
臺北市第08選區大安區,李傅中武,5,129,63.23%
臺北市第08選區文山區,高金建華,1,44,15.77%
臺北市第08選區文山區,高正尚,2,53,18.99%
臺北市第08選區文山區,黃鶴敏,3,7,2.50%
臺北市第08選區文山區,高李茂俊,4,5,1.79%
臺北市第08選區文山區,李傅中武,5,170,60.93%
新北市第12選區石門區,張金榮,1,4,36.36%
新北市第12選區石門區,王建章,2,4,36.36%
新北市第12選區石門區,陳勝榮,3,3,27.27%
新北市第12選區三芝區,張金榮,1,7,24.13%
新北市第12選區三芝區,王建章,2,12,41.37%
新北市第12選區三芝區,陳勝榮,3,10,34.48%
新北市第12選區淡水區,張金榮,1,67,38.28%
新北市第12選區淡水區,王建章,2,65,37.14%
新北市第12選區淡水區,陳勝榮,3,43,24.57%
新北市第12選區八里區,張金榮,1,22,37.93%
新北市第12選區八里區,王建章,2,19,32.75%
新北市第12選區八里區,陳勝榮,3,17,29.31%
新北市第12選區林口區,張金榮,1,37,39.78%
新北市第12選區林口區,王建章,2,29,31.18%
新北市第12選區林口區,陳勝榮,3,27,29.03%
新北市第12選區五股區,張金榮,1,55,32.73%
新北市第12選區五股區,王建章,2,66,39.28%
新北市第12選區五股區,陳勝榮,3,47,27.97%
新北市第12選區泰山區,張金榮,1,42,39.25%
新北市第12選區泰山區,王建章,2,34,31.77%
新北市第12選區泰山區,陳勝榮,3,31,28.97%
新北市第12選區新莊區,張金榮,1,128,36.15%
新北市第12選區新莊區,王建章,2,148,41.80%
新北市第12選區新莊區,陳勝榮,3,78,22.03%
新北市第12選區蘆洲區,張金榮,1,56,40.00%
新北市第12選區蘆洲區,王建章,2,47,33.57%
新北市第12選區蘆洲區,陳勝榮,3,37,26.42%
新北市第12選區三重區,張金榮,1,58,31.01%
新北市第12選區三重區,王建章,2,79,42.24%
新北市第12選區三重區,陳勝榮,3,50,26.73%
新北市第12選區板橋區,張金榮,1,103,31.49%
新北市第12選區板橋區,王建章,2,132,40.36%
新北市第12選區板橋區,陳勝榮,3,92,28.13%
新北市第12選區中和區,張金榮,1,101,33.77%
新北市第12選區中和區,王建章,2,116,38.79%
新北市第12選區中和區,陳勝榮,3,82,27.42%
新北市第12選區永和區,張金榮,1,29,22.30%
新北市第12選區永和區,王建章,2,76,58.46%
新北市第12選區永和區,陳勝榮,3,25,19.23%
新北市第12選區樹林區,張金榮,1,112,35.00%
新北市第12選區樹林區,王建章,2,109,34.06%
新北市第12選區樹林區,陳勝榮,3,99,30.93%
新北市第12選區鶯歌區,張金榮,1,58,26.24%
新北市第12選區鶯歌區,王建章,2,108,48.86%
新北市第12選區鶯歌區,陳勝榮,3,55,24.88%
新北市第12選區土城區,張金榮,1,91,31.70%
新北市第12選區土城區,王建章,2,125,43.55%
新北市第12選區土城區,陳勝榮,3,71,24.73%
新北市第12選區三峽區,張金榮,1,44,25.73%
新北市第12選區三峽區,王建章,2,80,46.78%
新北市第12選區三峽區,陳勝榮,3,47,27.48%
新北市第12選區新店區,張金榮,1,130,33.16%
新北市第12選區新店區,王建章,2,155,39.54%
新北市第12選區新店區,陳勝榮,3,107,27.29%
新北市第12選區深坑區,張金榮,1,6,23.07%
新北市第12選區深坑區,王建章,2,16,61.53%
新北市第12選區深坑區,陳勝榮,3,4,15.38%
新北市第12選區石碇區,張金榮,1,0,0.00%
新北市第12選區石碇區,王建章,2,3,75.00%
新北市第12選區石碇區,陳勝榮,3,1,25.00%
新北市第12選區坪林區,張金榮,1,0,0.00%
新北市第12選區坪林區,王建章,2,2,100.00%
新北市第12選區坪林區,陳勝榮,3,0,0.00%
新北市第12選區烏來區,張金榮,1,563,40.44%
新北市第12選區烏來區,王建章,2,383,27.51%
新北市第12選區烏來區,陳勝榮,3,446,32.04%
