地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
臺北市第1選區,陳國棟,1,男,1960,無,4021,1.51%,,否
臺北市第1選區,張耀華,2,男,1969,無,245,0.09%,,否
臺北市第1選區,陳建銘,3,男,1961,台灣團結聯盟,28698,10.77%,*,否
臺北市第1選區,吳碧珠,4,女,1949,中國國民黨,25122,9.43%,*,是
臺北市第1選區,林瑞圖,5,男,1956,無,16571,6.22%,*,否
臺北市第1選區,陳壽彭,6,男,1953,中國國民黨,14806,5.56%,,否
臺北市第1選區,王育誠,7,男,1964,親民黨,8038,3.02%,,是
臺北市第1選區,邱志山,8,男,1956,無,373,0.14%,,否
臺北市第1選區,潘懷宗,9,男,1961,新黨,19598,7.36%,*,是
臺北市第1選區,許博喬,10,男,1971,無,701,0.26%,,否
臺北市第1選區,賴素如,11,女,1964,中國國民黨,24692,9.27%,*,是
臺北市第1選區,莊瑞雄,12,男,1963,民主進步黨,25171,9.45%,*,否
臺北市第1選區,張聿文,13,男,1963,無,1918,0.72%,,否
臺北市第1選區,陳碧峰,14,男,1944,民主進步黨,16541,6.21%,*,是
臺北市第1選區,陳政忠,15,男,1955,無,17190,6.45%,*,是
臺北市第1選區,許純美,16,女,1957,無,1384,0.52%,,否
臺北市第1選區,呂瀅瀅,17,女,1976,民主進步黨,11762,4.41%,,是
臺北市第1選區,汪志冰,18,女,1957,中國國民黨,17641,6.62%,*,是
臺北市第1選區,吳思瑤,19,女,1974,民主進步黨,17437,6.54%,*,否
臺北市第1選區,陳正德,20,男,1962,民主進步黨,14534,5.45%,,是
臺北市第2選區,顏守禮,1,男,1975,無,105,0.06%,,否
臺北市第2選區,陳宣靜,2,女,1975,無,469,0.27%,,否
臺北市第2選區,李建昌,3,男,1962,民主進步黨,17740,10.04%,*,是
臺北市第2選區,黃世杰,4,男,1961,無,3228,1.83%,,否
臺北市第2選區,常中天,5,男,1965,無,2165,1.23%,,是
臺北市第2選區,黃珊珊,6,女,1969,親民黨,17710,10.02%,*,是
臺北市第2選區,江志銘,7,男,1962,民主進步黨,13482,7.63%,,否
臺北市第2選區,陳彥勳,8,男,1969,無,2038,1.15%,,否
臺北市第2選區,吳世正,9,男,1963,中國國民黨,23599,13.35%,*,是
臺北市第2選區,李彥秀,10,女,1971,中國國民黨,26208,14.83%,*,是
臺北市第2選區,陳義洲,11,男,1952,中國國民黨,16524,9.35%,*,是
臺北市第2選區,王孝維,12,男,1961,民主進步黨,16239,9.19%,*,否
臺北市第2選區,闕枚莎,13,女,1972,中國國民黨,33132,18.75%,*,否
臺北市第2選區,廖林麗玲,14,女,1968,台灣團結聯盟,4072,2.30%,,否
臺北市第3選區,潘翰聲,1,男,1970,綠黨,1971,0.93%,,否
臺北市第3選區,王正德,2,男,1956,中國國民黨,19441,9.17%,*,是
臺北市第3選區,洪士奇,3,男,1962,親民黨,11424,5.39%,,否
臺北市第3選區,陳燦鴻,4,男,1958,台灣團結聯盟,4778,2.25%,,否
臺北市第3選區,陳孋輝,5,女,1962,中國國民黨,21367,10.08%,*,是
臺北市第3選區,陳淑華,6,女,1953,民主進步黨,12422,5.86%,,否
臺北市第3選區,許淑華,7,女,1973,民主進步黨,23411,11.05%,*,否
臺北市第3選區,陳永德,8,男,1965,中國國民黨,16808,7.93%,*,是
臺北市第3選區,陳維祥,9,男,1951,無,827,0.39%,,否
臺北市第3選區,洪健益,10,男,1970,民主進步黨,14589,6.88%,*,否
臺北市第3選區,戴錫欽,11,男,1966,中國國民黨,14598,6.89%,*,是
臺北市第3選區,王鴻薇,12,女,1964,新黨,17022,8.03%,*,否
臺北市第3選區,陳勇志,13,男,1963,無,1527,0.72%,,否
臺北市第3選區,張茂楠,14,男,1960,民主進步黨,20091,9.48%,*,否
臺北市第3選區,黃幼中,15,女,1972,親民黨,10091,4.76%,,是
臺北市第3選區,楊實秋,16,男,1958,中國國民黨,21545,10.17%,*,是
臺北市第4選區,黃向羣,1,男,1970,民主進步黨,13866,8.26%,*,否
臺北市第4選區,李文英,2,女,1961,民主進步黨,17781,10.60%,*,是
臺北市第4選區,林國成,3,男,1957,親民黨,8377,4.99%,,否
臺北市第4選區,羅宗勝,4,男,1964,無,7709,4.59%,,是
臺北市第4選區,蔡坤龍,5,男,1977,民主進步黨,11344,6.76%,*,否
臺北市第4選區,陳玉梅,6,女,1966,中國國民黨,35244,21.00%,*,是
臺北市第4選區,洪正雄,7,男,1960,無,1561,0.93%,,否
臺北市第4選區,簡余晏,8,女,1967,台灣團結聯盟,20379,12.15%,*,否
臺北市第4選區,林晉章,9,男,1949,中國國民黨,17006,10.14%,*,是
臺北市第4選區,李偉民,10,男,1964,民主進步黨,7963,4.75%,,否
臺北市第4選區,王浩,11,男,1957,中國國民黨,23396,13.94%,*,是
